protein_id,pid,ESM2,alignment,domain,z_max,esm_category,refseq_keyword,description
NP_565730.1,NP_565730,False,False,False,0.774,defense_signaling,False,NP_565730.1 Poly (ADP-ribose) glycohydrolase (PARG) [Arabidopsis thaliana]
NP_565735.1,NP_565735,False,False,False,0.776,cell_death_HR,False,"NP_565735.1 Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Arabidopsis thaliana]"
NP_565741.4,NP_565741,False,True,False,-0.747,defense_signaling,False,NP_565741.4 early endosome antigen [Arabidopsis thaliana]
NP_565898.1,NP_565898,False,False,False,0.776,antimicrobial,False,NP_565898.1 Acyl-CoA N-acyltransferases (NAT) superfamily protein [Arabidopsis thaliana]
NP_565899.1,NP_565899,False,False,False,0.486,defense_signaling,False,NP_565899.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]
NP_565902.1,NP_565902,False,False,False,0.897,antimicrobial,False,NP_565902.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_565919.1,NP_565919,False,True,False,0.676,NBS_LRR,False,NP_565919.1 RNI-like superfamily protein [Arabidopsis thaliana]
NP_565939.1,NP_565939,False,False,False,1.144,antimicrobial,False,NP_565939.1 NAD-dependent glycerol-3-phosphate dehydrogenase family protein [Arabidopsis thaliana]
NP_565959.1,NP_565959,False,False,False,1.073,antimicrobial,False,NP_565959.1 amino-terminal glutamine amidohydrolase [Arabidopsis thaliana]
NP_565963.2,NP_565963,False,True,False,1.349,cell_death_HR,False,NP_565963.2 phospholipase D beta 1 [Arabidopsis thaliana]
NP_566000.1,NP_566000,False,False,False,0.359,defense_signaling,False,NP_566000.1 Scorpion toxin-like knottin superfamily protein [Arabidopsis thaliana]
NP_566002.2,NP_566002,False,False,False,0.3,defense_signaling,False,NP_566002.2 scorpion toxin-like knottin superfamily protein [Arabidopsis thaliana]
NP_566038.1,NP_566038,True,False,False,1.36,PR_proteins,False,NP_566038.1 Plant invertase/pectin methylesterase inhibitor superfamily [Arabidopsis thaliana]
NP_566071.1,NP_566071,False,False,False,1.374,cell_death_HR,False,NP_566071.1 Auxin-responsive GH3 family protein [Arabidopsis thaliana]
NP_566122.1,NP_566122,False,False,False,1.1,cell_death_HR,True,NP_566122.1 resistance to phytophthora 1 [Arabidopsis thaliana]
NP_566223.1,NP_566223,True,True,True,1.838,NBS_LRR,True,NP_566223.1 Disease resistance protein (TIR-NBS class) [Arabidopsis thaliana]
NP_566225.4,NP_566225,False,False,False,0.704,defense_signaling,False,NP_566225.4 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_566232.1,NP_566232,False,False,False,1.126,cell_death_HR,False,NP_566232.1 AT-hook motif nuclear-localized protein 19 [Arabidopsis thaliana]
NP_566249.1,NP_566249,False,False,False,0.648,defense_signaling,False,NP_566249.1 RING/U-box superfamily protein [Arabidopsis thaliana]
NP_566256.1,NP_566256,False,False,False,0.959,antimicrobial,False,NP_566256.1 syntaxin of plants 43 [Arabidopsis thaliana]
NP_566298.1,NP_566298,False,True,False,1.445,RLK_defense,True,NP_566298.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_566375.1,NP_566375,False,False,False,0.676,NBS_LRR,False,NP_566375.1 NAC domain containing protein 52 [Arabidopsis thaliana]
NP_566377.1,NP_566377,False,False,False,0.156,defense_signaling,False,NP_566377.1 LOSS OF GIANT CELLS FROM ORGANS [Arabidopsis thaliana]
NP_566382.5,NP_566382,False,False,False,-1.163,defense_signaling,False,NP_566382.5 uncharacterized protein AT3G10930 [Arabidopsis thaliana]
NP_566395.1,NP_566395,False,False,False,0.451,cell_death_HR,False,NP_566395.1 NDR1/HIN1-like 2 [Arabidopsis thaliana]
NP_566396.1,NP_566396,False,False,False,0.171,cell_death_HR,False,NP_566396.1 NDR1/HIN1-like 1 [Arabidopsis thaliana]
NP_566402.2,NP_566402,False,False,False,1.343,NBS_LRR,False,NP_566402.2 E3 ubiquitin-protein ligase PUB24-like protein [Arabidopsis thaliana]
NP_566415.3,NP_566415,False,False,False,0.793,PR_proteins,False,NP_566415.3 TGACG motif-binding factor 6 [Arabidopsis thaliana]
NP_566438.1,NP_566438,False,False,False,0.319,NBS_LRR,False,NP_566438.1 SBP (S-ribonuclease binding protein) family protein [Arabidopsis thaliana]
NP_566485.1,NP_566485,False,False,False,0.325,defense_signaling,False,NP_566485.1 uncharacterized protein AT3G14395 [Arabidopsis thaliana]
NP_566494.1,NP_566494,False,False,True,0.591,RLK_defense,True,NP_566494.1 Leucine-rich repeat transmembrane protein kinase [Arabidopsis thaliana]
NP_566569.1,NP_566569,False,False,False,-0.646,cell_death_HR,False,NP_566569.1 heat stable protein 1 [Arabidopsis thaliana]
NP_566590.1,NP_566590,False,False,False,-0.003,defense_signaling,False,NP_566590.1 jasmonate-zim-domain protein 3 [Arabidopsis thaliana]
NP_566599.1,NP_566599,False,False,False,0.74,defense_signaling,False,"NP_566599.1 modifier of snc1,4 [Arabidopsis thaliana]"
NP_566616.1,NP_566616,False,False,False,0.425,defense_signaling,True,NP_566616.1 MAP kinase substrate 1 [Arabidopsis thaliana]
NP_566632.1,NP_566632,False,False,False,0.995,NBS_LRR,False,NP_566632.1 plant U-box 25 [Arabidopsis thaliana]
NP_566689.2,NP_566689,True,True,False,1.726,RLK_defense,True,NP_566689.2 chitin elicitor receptor kinase 1 [Arabidopsis thaliana]
NP_566702.1,NP_566702,False,False,False,0.482,defense_signaling,True,NP_566702.1 pathogen and circadian controlled 1 [Arabidopsis thaliana]
NP_566712.1,NP_566712,False,False,False,0.599,PR_proteins,False,NP_566712.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_566723.1,NP_566723,False,False,False,0.352,defense_signaling,False,NP_566723.1 uncharacterized protein AT3G23170 [Arabidopsis thaliana]
NP_566728.1,NP_566728,False,False,False,0.6,RLK_defense,False,NP_566728.1 Plastid-lipid associated protein PAP / fibrillin family protein [Arabidopsis thaliana]
NP_566800.1,NP_566800,False,True,False,1.159,NBS_LRR,False,NP_566800.1 auxin signaling F-box 2 [Arabidopsis thaliana]
NP_566840.1,NP_566840,False,False,False,0.911,antimicrobial,False,NP_566840.1 AIG2-like (avirulence induced gene) family protein [Arabidopsis thaliana]
NP_566842.1,NP_566842,False,False,False,0.824,cell_death_HR,False,NP_566842.1 pectin methylesterase 31 [Arabidopsis thaliana]
NP_566861.1,NP_566861,False,False,False,0.978,cell_death_HR,False,NP_566861.1 actin-related protein 6 [Arabidopsis thaliana]
NP_566879.1,NP_566879,False,False,False,0.816,antimicrobial,False,NP_566879.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_566880.1,NP_566880,False,False,False,1.238,PR_proteins,False,NP_566880.1 Cysteine proteinases superfamily protein [Arabidopsis thaliana]
NP_566882.1,NP_566882,False,False,False,0.453,PR_proteins,False,NP_566882.1 actin depolymerizing factor 2 [Arabidopsis thaliana]
NP_566933.1,NP_566933,False,False,False,0.661,NBS_LRR,False,NP_566933.1 homolog of RPW8 4 [Arabidopsis thaliana]
NP_567004.1,NP_567004,False,False,False,1.05,cell_death_HR,False,NP_567004.1 tryptophan synthase alpha chain [Arabidopsis thaliana]
NP_567018.5,NP_567018,False,False,False,0.678,defense_signaling,True,NP_567018.5 mitogen-activated protein kinase phosphatase 1 [Arabidopsis thaliana]
NP_567042.1,NP_567042,False,False,False,0.832,cell_death_HR,False,NP_567042.1 UBP1-associated protein 2A [Arabidopsis thaliana]
NP_567053.1,NP_567053,False,False,False,1.117,NBS_LRR,True,NP_567053.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_567063.1,NP_567063,False,False,False,0.773,NBS_LRR,False,NP_567063.1 RESTRICTED TEV MOVEMENT 3 [Arabidopsis thaliana]
NP_567066.1,NP_567066,False,False,False,0.761,cell_death_HR,False,NP_567066.1 protein phosphatase 2A-4 [Arabidopsis thaliana]
NP_567078.1,NP_567078,False,False,False,0.915,cell_death_HR,False,"NP_567078.1 Protein Transporter, Pam16 [Arabidopsis thaliana]"
NP_567094.1,NP_567094,False,False,False,1.198,antimicrobial,False,NP_567094.1 DYNAMIN-like 1E [Arabidopsis thaliana]
NP_567111.1,NP_567111,False,False,False,0.823,NBS_LRR,False,NP_567111.1 BON association protein 1 [Arabidopsis thaliana]
NP_567116.1,NP_567116,False,False,False,0.929,antimicrobial,False,NP_567116.1 AUTOPHAGY 6 [Arabidopsis thaliana]
NP_567123.1,NP_567123,False,False,False,0.718,PR_proteins,False,"NP_567123.1 serine protease inhibitor, Kazal-type family protein [Arabidopsis thaliana]"
NP_567131.1,NP_567131,False,False,False,0.67,NBS_LRR,False,NP_567131.1 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]
NP_567132.4,NP_567132,False,False,False,1.067,cell_death_HR,False,NP_567132.4 Transducin/WD40 repeat-like superfamily protein [Arabidopsis thaliana]
NP_567135.1,NP_567135,False,False,False,1.035,NBS_LRR,False,NP_567135.1 F-box/RNI-like superfamily protein [Arabidopsis thaliana]
NP_567141.1,NP_567141,False,False,False,0.717,PR_proteins,False,"NP_567141.1 ribosome recycling factor, chloroplast precursor [Arabidopsis thaliana]"
NP_567147.1,NP_567147,False,False,False,0.679,defense_signaling,False,NP_567147.1 Ggamma-subunit 1 [Arabidopsis thaliana]
NP_567163.1,NP_567163,False,False,False,0.726,defense_signaling,False,NP_567163.1 DNA-binding storekeeper protein-related transcriptional regulator [Arabidopsis thaliana]
NP_567192.1,NP_567192,False,False,False,0.994,cell_death_HR,False,NP_567192.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_567204.3,NP_567204,True,True,False,1.692,RLK_defense,True,NP_567204.3 cysteine-rich RLK (RECEPTOR-like protein kinase) 41 [Arabidopsis thaliana]
NP_567215.1,NP_567215,True,False,False,1.309,PR_proteins,False,NP_567215.1 Cysteine proteinases superfamily protein [Arabidopsis thaliana]
NP_567223.1,NP_567223,False,False,False,0.89,antimicrobial,False,NP_567223.1 syntaxin of plants 42 [Arabidopsis thaliana]
NP_567231.1,NP_567231,False,False,False,0.067,cell_death_HR,False,NP_567231.1 senescence-associated gene 21 [Arabidopsis thaliana]
NP_567233.1,NP_567233,True,True,False,1.644,RLK_defense,True,NP_567233.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_567234.1,NP_567234,True,True,False,1.595,RLK_defense,True,NP_567234.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_567249.1,NP_567249,False,False,False,1.094,cell_death_HR,True,NP_567249.1 RNA-binding protein-defense related 1 [Arabidopsis thaliana]
NP_567255.1,NP_567255,False,True,False,1.027,NBS_LRR,False,NP_567255.1 GRR1-like protein 1 [Arabidopsis thaliana]
NP_567277.1,NP_567277,True,True,False,1.608,RLK_defense,True,NP_567277.1 Concanavalin A-like lectin protein kinase family protein [Arabidopsis thaliana]
NP_567341.1,NP_567341,False,False,False,0.695,defense_signaling,False,NP_567341.1 cryptochrome 1 [Arabidopsis thaliana]
NP_567399.3,NP_567399,False,False,False,0.529,defense_signaling,False,NP_567399.3 embryo sac development arrest 21 [Arabidopsis thaliana]
NP_567430.1,NP_567430,False,False,False,1.447,NBS_LRR,False,NP_567430.1 ankyrin repeat family protein [Arabidopsis thaliana]
NP_567432.1,NP_567432,False,False,False,1.187,cell_death_HR,False,NP_567432.1 AT-hook motif nuclear-localized protein 20 [Arabidopsis thaliana]
NP_567480.2,NP_567480,False,False,False,0.347,defense_signaling,False,NP_567480.2 RING/U-box superfamily protein [Arabidopsis thaliana]
NP_567529.1,NP_567529,False,False,False,0.278,defense_signaling,True,NP_567529.1 ethylene responsive element binding factor 6 [Arabidopsis thaliana]
NP_567530.4,NP_567530,False,False,False,0.45,defense_signaling,True,NP_567530.4 ethylene responsive element binding factor 1 [Arabidopsis thaliana]
NP_567536.1,NP_567536,False,False,False,0.887,cell_death_HR,False,NP_567536.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_567557.1,NP_567557,False,False,False,0.585,defense_signaling,True,NP_567557.1 negative regulator of systemic acquired resistance (SNI1) [Arabidopsis thaliana]
NP_567564.1,NP_567564,False,False,False,0.978,antimicrobial,False,NP_567564.1 cellulose synthase family protein [Arabidopsis thaliana]
NP_567581.1,NP_567581,False,False,False,-2.395,cell_death_HR,False,"NP_567581.1 cytochrome P450, family 707, subfamily A, polypeptide 1 [Arabidopsis thaliana]"
NP_567599.3,NP_567599,True,True,False,1.98,cell_death_HR,False,NP_567599.3 LSD1 zinc finger family protein [Arabidopsis thaliana]
NP_567616.1,NP_567616,False,False,False,0.838,NBS_LRR,False,NP_567616.1 double-stranded RNA binding protein-related / DsRBD protein-like protein [Arabidopsis thaliana]
NP_567626.1,NP_567626,False,False,False,0.583,defense_signaling,False,NP_567626.1 MYB-like 102 [Arabidopsis thaliana]
NP_567642.1,NP_567642,False,False,False,1.048,antimicrobial,False,NP_567642.1 Ubiquitin-like superfamily protein [Arabidopsis thaliana]
NP_567652.1,NP_567652,False,False,False,0.659,RLK_defense,False,NP_567652.1 low-molecular-weight cysteine-rich 85 [Arabidopsis thaliana]
NP_567653.1,NP_567653,False,False,False,0.566,RLK_defense,True,NP_567653.1 defensin-like protein [Arabidopsis thaliana]
NP_567654.1,NP_567654,False,False,False,0.405,defense_signaling,True,NP_567654.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_567655.1,NP_567655,False,False,False,0.564,defense_signaling,True,NP_567655.1 defensin-like protein [Arabidopsis thaliana]
NP_567657.1,NP_567657,False,False,False,0.547,defense_signaling,True,NP_567657.1 defensin-like protein [Arabidopsis thaliana]
NP_567660.1,NP_567660,False,False,False,0.682,antimicrobial,False,NP_567660.1 Alkaline phytoceramidase (aPHC) [Arabidopsis thaliana]
NP_567677.1,NP_567677,True,True,False,1.625,RLK_defense,True,NP_567677.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 5 [Arabidopsis thaliana]
NP_567678.1,NP_567678,True,True,False,1.605,RLK_defense,True,NP_567678.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 6 [Arabidopsis thaliana]
NP_567679.2,NP_567679,False,True,False,1.564,RLK_defense,True,NP_567679.2 cysteine-rich RLK (RECEPTOR-like protein kinase) 10 [Arabidopsis thaliana]
NP_567680.5,NP_567680,False,True,False,1.623,NBS_LRR,True,NP_567680.5 cysteine-rich RECEPTOR-like kinase [Arabidopsis thaliana]
NP_567697.1,NP_567697,False,False,False,0.887,antimicrobial,False,NP_567697.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_567706.1,NP_567706,False,False,False,1.096,NBS_LRR,False,NP_567706.1 tryptophan aminotransferase related 2 [Arabidopsis thaliana]
NP_567724.1,NP_567724,False,False,False,1.073,antimicrobial,False,NP_567724.1 fibrillarin 2 [Arabidopsis thaliana]
NP_567759.1,NP_567759,False,False,False,0.441,cell_death_HR,False,NP_567759.1 GDP-L-galactose phosphorylase 1 [Arabidopsis thaliana]
NP_567827.1,NP_567827,False,False,False,0.591,RLK_defense,False,NP_567827.1 low-molecular-weight cysteine-rich 24 [Arabidopsis thaliana]
NP_567840.1,NP_567840,False,False,False,0.819,PR_proteins,False,NP_567840.1 low-molecular-weight cysteine-rich 59 [Arabidopsis thaliana]
NP_567845.4,NP_567845,False,False,False,1.377,cell_death_HR,True,NP_567845.4 diacylglycerol kinase 7 [Arabidopsis thaliana]
NP_567878.2,NP_567878,False,True,False,0.613,defense_signaling,True,NP_567878.2 WRKY DNA-binding protein 11 [Arabidopsis thaliana]
NP_567882.1,NP_567882,False,True,False,0.753,defense_signaling,True,NP_567882.1 WRKY DNA-binding protein 18 [Arabidopsis thaliana]
NP_567917.4,NP_567917,False,False,False,1.286,PR_proteins,False,NP_567917.4 pectin methylesterase 44 [Arabidopsis thaliana]
NP_567920.1,NP_567920,True,True,True,1.853,RLK_defense,True,NP_567920.1 BRI1-associated receptor kinase [Arabidopsis thaliana]
NP_567934.1,NP_567934,False,False,False,1.165,antimicrobial,False,NP_567934.1 Pyridoxal phosphate (PLP)-dependent transferases superfamily protein [Arabidopsis thaliana]
NP_567942.1,NP_567942,False,False,False,0.953,antimicrobial,False,NP_567942.1 zinc finger SWIM domain protein [Arabidopsis thaliana]
NP_567945.1,NP_567945,False,True,False,-1.155,cell_death_HR,True,NP_567945.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_567953.1,NP_567953,False,False,False,1.068,NBS_LRR,False,NP_567953.1 UDP-glucosyl transferase 73B3 [Arabidopsis thaliana]
NP_567957.1,NP_567957,False,False,False,1.171,PR_proteins,False,NP_567957.1 Cyclase family protein [Arabidopsis thaliana]
NP_567980.1,NP_567980,False,False,False,1.339,RLK_defense,True,NP_567980.1 BR-signaling kinase 1 [Arabidopsis thaliana]
NP_568000.1,NP_568000,True,False,False,1.147,antimicrobial,False,NP_568000.1 compromized recognition of TCV 1 [Arabidopsis thaliana]
NP_568015.1,NP_568015,False,False,False,0.871,cell_death_HR,False,NP_568015.1 Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein [Arabidopsis thaliana]
NP_568022.1,NP_568022,False,False,False,0.244,RLK_defense,False,NP_568022.1 uncharacterized protein AT4G37290 [Arabidopsis thaliana]
NP_568052.1,NP_568052,False,False,False,1.255,PR_proteins,False,NP_568052.1 Papain family cysteine protease [Arabidopsis thaliana]
NP_568144.1,NP_568144,False,False,False,0.469,defense_signaling,False,NP_568144.1 HSP20-like chaperones superfamily protein [Arabidopsis thaliana]
NP_568153.2,NP_568153,False,False,False,-0.577,NBS_LRR,False,NP_568153.2 phenylalanine N-monooxygenase-like protein [Arabidopsis thaliana]
NP_568180.1,NP_568180,True,False,False,1.347,PR_proteins,False,NP_568180.1 Calcium-dependent phospholipid-binding Copine family protein [Arabidopsis thaliana]
NP_568207.1,NP_568207,False,False,False,1.313,antimicrobial,False,NP_568207.1 sirtuin 2 [Arabidopsis thaliana]
NP_568219.1,NP_568219,False,False,False,0.867,antimicrobial,False,NP_568219.1 nuclear matrix protein-like protein [Arabidopsis thaliana]
NP_568223.1,NP_568223,False,False,False,0.439,defense_signaling,False,NP_568223.1 elicitor peptide 4 precursor [Arabidopsis thaliana]
NP_568224.1,NP_568224,False,False,False,-0.333,defense_signaling,False,NP_568224.1 elicitor peptide 5 precursor [Arabidopsis thaliana]
NP_568231.1,NP_568231,False,True,False,1.417,RLK_defense,True,NP_568231.1 ROP binding protein kinases 1 [Arabidopsis thaliana]
NP_568249.1,NP_568249,False,False,False,0.134,defense_signaling,False,NP_568249.1 myb domain protein 3r-4 [Arabidopsis thaliana]
NP_568271.2,NP_568271,False,False,False,0.527,cell_death_HR,False,NP_568271.2 annexin 8 [Arabidopsis thaliana]
NP_568287.1,NP_568287,False,False,False,0.589,NBS_LRR,False,NP_568287.1 jasmonate-zim-domain protein 10 [Arabidopsis thaliana]
NP_568295.2,NP_568295,False,False,False,1.117,PR_proteins,False,NP_568295.2 Myzus persicae-induced lipase 1 [Arabidopsis thaliana]
NP_568307.3,NP_568307,False,True,False,0.761,defense_signaling,False,NP_568307.3 senescence-associated gene 101 [Arabidopsis thaliana]
NP_568373.1,NP_568373,False,False,False,0.931,cell_death_HR,True,NP_568373.1 CRT (chloroquine-resistance transporter)-like transporter 1 [Arabidopsis thaliana]
NP_568414.1,NP_568414,False,False,False,0.695,defense_signaling,False,NP_568414.1 NAC domain containing protein 89 [Arabidopsis thaliana]
NP_568439.1,NP_568439,False,False,False,0.613,defense_signaling,True,NP_568439.1 WRKY DNA-binding protein 30 [Arabidopsis thaliana]
NP_568444.1,NP_568444,True,True,False,1.076,defense_signaling,False,NP_568444.1 inositol requiring 1-1 [Arabidopsis thaliana]
NP_568445.1,NP_568445,False,False,False,1.085,PR_proteins,False,NP_568445.1 NagB/RpiA/CoA transferase-like superfamily protein [Arabidopsis thaliana]
NP_568454.1,NP_568454,False,False,False,0.839,antimicrobial,False,NP_568454.1 vegetative storage protein 2 [Arabidopsis thaliana]
NP_568455.1,NP_568455,False,False,False,0.843,antimicrobial,False,NP_568455.1 vegetative storage protein 1 [Arabidopsis thaliana]
NP_568466.1,NP_568466,False,True,False,1.295,cell_death_HR,True,NP_568466.1 CBL-interacting protein kinase 25 [Arabidopsis thaliana]
NP_568479.1,NP_568479,False,False,False,1.244,PR_proteins,False,NP_568479.1 glucoside glucohydrolase 2 [Arabidopsis thaliana]
NP_568522.1,NP_568522,False,False,False,1.125,cell_death_HR,False,NP_568522.1 RNA binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_568545.1,NP_568545,False,False,False,0.676,defense_signaling,False,NP_568545.1 HIT-type Zinc finger family protein [Arabidopsis thaliana]
NP_568553.1,NP_568553,False,False,False,1.038,cell_death_HR,False,NP_568553.1 ADP-ribosylation factor-like A1A [Arabidopsis thaliana]
NP_568576.2,NP_568576,False,False,False,0.413,defense_signaling,True,NP_568576.2 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_568613.1,NP_568613,False,False,False,0.67,antimicrobial,True,NP_568613.1 inositol-pentakisphosphate 2-kinase 1 [Arabidopsis thaliana]
NP_568651.1,NP_568651,True,False,False,1.298,PR_proteins,False,NP_568651.1 senescence-associated gene 12 [Arabidopsis thaliana]
NP_568652.1,NP_568652,False,False,False,1.405,cell_death_HR,False,NP_568652.1 ThiF family protein [Arabidopsis thaliana]
NP_568679.1,NP_568679,False,False,False,0.224,defense_signaling,True,NP_568679.1 ethylene responsive element binding factor 5 [Arabidopsis thaliana]
NP_568699.1,NP_568699,False,False,False,1.045,PR_proteins,False,NP_568699.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_568722.1,NP_568722,False,False,False,1.057,PR_proteins,False,NP_568722.1 Cysteine proteinases superfamily protein [Arabidopsis thaliana]
NP_568760.1,NP_568760,False,False,False,0.726,defense_signaling,False,NP_568760.1 RPM1 interacting protein 3 [Arabidopsis thaliana]
NP_568762.6,NP_568762,False,False,False,0.882,cell_death_HR,False,NP_568762.6 cysteine and histidine-rich domain-containing protein RAR1 [Arabidopsis thaliana]
NP_568777.1,NP_568777,False,True,False,0.277,defense_signaling,True,NP_568777.1 WRKY DNA-binding protein 27 [Arabidopsis thaliana]
NP_568785.1,NP_568785,False,False,False,1.224,antimicrobial,False,NP_568785.1 spermidine synthase 3 [Arabidopsis thaliana]
NP_568807.1,NP_568807,False,False,False,0.664,defense_signaling,False,NP_568807.1 ARF-GAP domain 5 [Arabidopsis thaliana]
NP_568822.1,NP_568822,True,True,True,1.661,PR_proteins,False,NP_568822.1 O-Glycosyl hydrolases family 17 protein [Arabidopsis thaliana]
NP_568824.1,NP_568824,False,False,False,1.004,PR_proteins,False,NP_568824.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_568840.3,NP_568840,False,False,False,0.515,defense_signaling,False,NP_568840.3 calmodulin-binding protein [Arabidopsis thaliana]
NP_568845.1,NP_568845,False,False,False,0.412,defense_signaling,False,NP_568845.1 cotton fiber protein [Arabidopsis thaliana]
NP_568916.2,NP_568916,False,False,False,0.452,antimicrobial,False,NP_568916.2 actin depolymerizing factor 4 [Arabidopsis thaliana]
NP_568921.1,NP_568921,False,False,False,1.281,PR_proteins,False,NP_568921.1 aleurain-like protease [Arabidopsis thaliana]
NP_568944.1,NP_568944,True,False,False,1.339,PR_proteins,False,NP_568944.1 Calcium-dependent phospholipid-binding Copine family protein [Arabidopsis thaliana]
NP_568991.2,NP_568991,False,False,False,1.205,PR_proteins,False,NP_568991.2 Plant invertase/pectin methylesterase inhibitor superfamily [Arabidopsis thaliana]
NP_568995.2,NP_568995,False,True,False,0.431,defense_signaling,True,NP_568995.2 WRKY DNA-binding protein 51 [Arabidopsis thaliana]
NP_569000.1,NP_569000,False,False,False,0.325,defense_signaling,False,NP_569000.1 elicitor peptide 2 precursor [Arabidopsis thaliana]
NP_569001.1,NP_569001,False,False,False,0.28,defense_signaling,False,NP_569001.1 precursor of peptide 1 [Arabidopsis thaliana]
NP_569002.1,NP_569002,False,False,False,-0.11,defense_signaling,False,NP_569002.1 elicitor peptide 3 precursor [Arabidopsis thaliana]
NP_569003.1,NP_569003,False,False,False,0.891,defense_signaling,False,NP_569003.1 CPR5 protein [Arabidopsis thaliana]
NP_569040.1,NP_569040,False,True,False,0.478,defense_signaling,True,NP_569040.1 mitogen-activated protein kinase kinase kinase 5 [Arabidopsis thaliana]
NP_569051.1,NP_569051,False,False,False,1.031,cell_death_HR,False,NP_569051.1 ADP-ribosylation factor-like A1D [Arabidopsis thaliana]
NP_680116.2,NP_680116,False,True,False,0.562,defense_signaling,False,NP_680116.2 relative of early flowering 6 [Arabidopsis thaliana]
NP_680202.1,NP_680202,False,False,False,0.589,defense_signaling,False,NP_680202.1 uncharacterized protein AT5G22160 [Arabidopsis thaliana]
NP_680206.1,NP_680206,False,False,False,0.419,cell_death_HR,False,NP_680206.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_680225.2,NP_680225,False,False,False,0.898,RLK_defense,False,NP_680225.2 DEAD box RNA helicase (RH3) [Arabidopsis thaliana]
NP_680294.1,NP_680294,False,False,False,0.387,PR_proteins,True,NP_680294.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_680396.1,NP_680396,False,False,False,0.987,cell_death_HR,False,NP_680396.1 zinc finger B-box protein [Arabidopsis thaliana]
NP_680450.1,NP_680450,True,True,True,1.636,PR_proteins,True,"NP_680450.1 CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein [Arabidopsis thaliana]"
NP_680455.2,NP_680455,False,False,False,0.309,PR_proteins,True,NP_680455.2 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_680473.2,NP_680473,False,False,False,1.043,NBS_LRR,False,NP_680473.2 Phototropic-responsive NPH3 family protein [Arabidopsis thaliana]
NP_680701.1,NP_680701,False,False,False,0.8,NBS_LRR,False,NP_680701.1 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_683292.1,NP_683292,False,True,False,0.749,NBS_LRR,True,NP_683292.1 Toll-Interleukin-Resistance (TIR) domain family protein [Arabidopsis thaliana]
NP_683323.2,NP_683323,False,False,False,0.354,NBS_LRR,False,NP_683323.2 Galactose-binding protein [Arabidopsis thaliana]
NP_683343.1,NP_683343,False,False,False,0.232,defense_signaling,False,NP_683343.1 VQ motif-containing protein-like protein [Arabidopsis thaliana]
NP_683441.1,NP_683441,True,True,True,2.157,NBS_LRR,True,NP_683441.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana]
NP_683446.1,NP_683446,True,True,True,2.144,NBS_LRR,True,NP_683446.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana]
NP_683447.2,NP_683447,True,True,True,2.14,NBS_LRR,True,NP_683447.2 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana]
NP_683533.1,NP_683533,False,False,False,0.682,RLK_defense,False,NP_683533.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_683568.1,NP_683568,False,False,False,1.009,PR_proteins,False,NP_683568.1 Legume lectin family protein [Arabidopsis thaliana]
NP_683581.1,NP_683581,False,True,False,0.596,NBS_LRR,True,NP_683581.1 non-race specific disease resistance protein [Arabidopsis thaliana]
NP_849281.1,NP_849281,True,False,False,1.302,PR_proteins,False,NP_849281.1 Cysteine proteinases superfamily protein [Arabidopsis thaliana]
