protein_id,is_curated_GO,pctl_truncated,z_truncated,moderate_truncated,category_truncated,pctl_windowed_mean,z_windowed_mean,moderate_windowed_mean,category_windowed_mean,pctl_windowed_max,z_windowed_max,moderate_windowed_max,category_windowed_max,description,pctl_delta_mean,pctl_delta_max
NP_171984.2,False,97.141,0.8912,False,defense_signaling,97.013,0.8876,False,defense_signaling,96.936,0.885,False,defense_signaling,NP_171984.2 sucrose phosphate synthase 3F [Arabidopsis thaliana],-0.128,-0.205
NP_187252.2,False,97.175,0.8917,False,defense_signaling,96.789,0.8824,False,defense_signaling,96.969,0.8856,False,defense_signaling,NP_187252.2 SNF2/Brahma-type chromatin-remodeling protein CHR12 [Arabidopsis thaliana],-0.386,-0.206
NP_851024.1,False,97.202,0.9828,False,antimicrobial,96.903,1.0006,False,antimicrobial,96.996,1.0041,False,PR_proteins,NP_851024.1 transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana],-0.299,-0.206
NP_001326481.1,False,97.2,0.8924,False,defense_signaling,92.657,0.7996,False,defense_signaling,96.994,0.8863,False,defense_signaling,NP_001326481.1 sacI homology domain-containing protein / WW domain-containing protein [Arabidopsis thaliana],-4.543,-0.206
NP_176571.1,False,99.357,1.8235,True,NBS_LRR,99.15,1.6816,True,NBS_LRR,99.15,1.6856,True,NBS_LRR,NP_176571.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],-0.207,-0.207
NP_001190049.1,False,97.15,0.8912,False,defense_signaling,97.081,0.8889,False,defense_signaling,96.942,0.8851,False,defense_signaling,NP_001190049.1 ATP binding microtubule motor family protein [Arabidopsis thaliana],-0.069,-0.208
NP_001324293.1,False,98.343,0.9847,False,antimicrobial,99.191,0.9727,True,defense_signaling,98.135,0.9761,False,antimicrobial,NP_001324293.1 chromatin remodeling factor CHD3 (PICKLE) [Arabidopsis thaliana],0.848,-0.208
NP_001326056.1,False,97.15,0.8912,False,defense_signaling,97.081,0.8889,False,defense_signaling,96.942,0.8851,False,defense_signaling,NP_001326056.1 ATP binding microtubule motor family protein [Arabidopsis thaliana],-0.069,-0.208
NP_001326055.1,False,97.15,0.8912,False,defense_signaling,97.081,0.8889,False,defense_signaling,96.942,0.8851,False,defense_signaling,NP_001326055.1 ATP binding microtubule motor family protein [Arabidopsis thaliana],-0.069,-0.208
NP_192851.1,True,94.103,1.1093,False,antimicrobial,93.642,1.0971,False,antimicrobial,93.895,1.1007,False,antimicrobial,NP_192851.1 RNA-dependent RNA polymerase 2 [Arabidopsis thaliana],-0.461,-0.208
NP_195532.1,False,97.104,0.8899,False,defense_signaling,96.92,0.8851,False,defense_signaling,96.895,0.8837,False,defense_signaling,NP_195532.1 cellulose synthase like D4 [Arabidopsis thaliana],-0.184,-0.209
NP_001327609.1,False,98.329,0.9232,False,defense_signaling,98.134,0.9192,False,defense_signaling,98.12,0.9171,False,defense_signaling,NP_001327609.1 kinesin-like protein 1 [Arabidopsis thaliana],-0.195,-0.209
NP_190059.3,False,98.333,0.9234,False,defense_signaling,97.991,0.9143,False,defense_signaling,98.124,0.9173,False,defense_signaling,NP_190059.3 kinesin-like protein 1 [Arabidopsis thaliana],-0.342,-0.209
NP_001327610.1,False,98.329,0.9232,False,defense_signaling,98.134,0.9192,False,defense_signaling,98.12,0.9171,False,defense_signaling,NP_001327610.1 kinesin-like protein 1 [Arabidopsis thaliana],-0.195,-0.209
NP_001319684.1,False,98.333,0.9234,False,defense_signaling,97.991,0.9143,False,defense_signaling,98.124,0.9173,False,defense_signaling,NP_001319684.1 kinesin-like protein 1 [Arabidopsis thaliana],-0.342,-0.209
NP_201432.2,False,97.729,0.905,False,defense_signaling,97.571,0.9002,False,defense_signaling,97.519,0.8989,False,defense_signaling,NP_201432.2 ATP binding microtubule motor family protein [Arabidopsis thaliana],-0.158,-0.21
NP_192638.1,False,98.326,0.9232,False,defense_signaling,99.853,1.0275,True,defense_signaling,98.116,1.1694,False,antimicrobial,NP_192638.1 DNA (cytosine-5-)-methyltransferase family protein [Arabidopsis thaliana],1.527,-0.21
NP_001320059.1,False,97.741,0.9054,False,defense_signaling,97.195,0.8914,False,defense_signaling,97.531,0.8993,False,defense_signaling,NP_001320059.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],-0.546,-0.21
NP_001330675.1,False,97.729,0.905,False,defense_signaling,97.571,0.9002,False,defense_signaling,97.519,0.8989,False,defense_signaling,NP_001330675.1 ATP binding microtubule motor family protein [Arabidopsis thaliana],-0.158,-0.21
NP_001318888.1,False,97.729,0.905,False,defense_signaling,97.571,0.9002,False,defense_signaling,97.519,0.8989,False,defense_signaling,NP_001318888.1 ATP binding microtubule motor family protein [Arabidopsis thaliana],-0.158,-0.21
NP_001319905.1,False,97.735,0.9051,False,defense_signaling,96.716,0.8811,False,defense_signaling,97.525,0.8989,False,defense_signaling,NP_001319905.1 DNA topoisomerase 4 subunit B (DUF810) [Arabidopsis thaliana],-1.019,-0.21
NP_176196.1,True,94.032,1.1078,False,antimicrobial,95.536,1.1582,False,antimicrobial,93.822,1.0992,False,antimicrobial,NP_176196.1 ABC-2 and Plant PDR ABC-type transporter family protein [Arabidopsis thaliana],1.504,-0.21
NP_001330425.1,False,97.394,1.0453,False,antimicrobial,98.036,1.1524,False,antimicrobial,97.183,1.2083,False,antimicrobial,NP_001330425.1 regulatory-associated protein of TOR 2 (RAPTOR2) [Arabidopsis thaliana],0.642,-0.211
NP_194967.1,False,97.272,0.8939,False,defense_signaling,97.085,0.8937,False,antimicrobial,97.061,0.8922,False,antimicrobial,NP_194967.1 cellulose synthase 1 [Arabidopsis thaliana],-0.187,-0.211
NP_001189802.1,False,97.082,0.8891,False,defense_signaling,96.515,0.8769,False,defense_signaling,96.871,0.8829,False,defense_signaling,NP_001189802.1 ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein [Arabidopsis thaliana],-0.567,-0.211
NP_001319304.1,False,97.363,0.8963,False,defense_signaling,97.809,0.9074,False,defense_signaling,97.152,0.8902,False,defense_signaling,NP_001319304.1 transcription factor jumonji (jmjC) domain-containing protein [Arabidopsis thaliana],0.446,-0.211
NP_191265.2,False,97.475,1.0792,False,antimicrobial,98.291,1.0975,False,antimicrobial,97.264,1.0705,False,antimicrobial,NP_191265.2 binding protein [Arabidopsis thaliana],0.816,-0.211
NP_001322886.1,False,97.415,0.897,False,defense_signaling,97.65,0.9031,False,defense_signaling,97.204,0.8909,False,defense_signaling,NP_001322886.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.235,-0.211
NP_851276.1,False,97.44,0.8976,False,defense_signaling,95.743,0.9978,False,antimicrobial,97.229,1.0476,False,antimicrobial,NP_851276.1 kinesin-like calmodulin-binding protein (ZWICHEL) [Arabidopsis thaliana],-1.697,-0.211
NP_001326105.1,False,97.689,0.9036,False,defense_signaling,97.357,0.8949,False,defense_signaling,97.478,0.8975,False,defense_signaling,NP_001326105.1 SNF2 domain-containing protein / helicase domain-containing protein / F-box family protein [Arabidopsis thaliana],-0.332,-0.211
NP_974213.1,False,97.082,0.8891,False,defense_signaling,96.561,0.8782,False,defense_signaling,96.871,0.8829,False,defense_signaling,NP_974213.1 ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein [Arabidopsis thaliana],-0.521,-0.211
NP_178223.2,False,97.405,1.1101,False,antimicrobial,96.961,1.1542,False,antimicrobial,97.193,1.183,False,antimicrobial,NP_178223.2 DEA(D/H)-box RNA helicase family protein [Arabidopsis thaliana],-0.444,-0.212
NP_001319527.1,False,98.078,0.9153,False,defense_signaling,97.864,0.9098,False,defense_signaling,97.866,0.9092,False,defense_signaling,NP_001319527.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],-0.214,-0.212
NP_172851.1,False,97.46,1.0898,False,antimicrobial,94.446,1.1072,False,antimicrobial,97.248,1.0812,False,antimicrobial,NP_172851.1 sec7 domain-containing protein [Arabidopsis thaliana],-3.014,-0.212
NP_001323430.1,False,97.464,0.8982,False,defense_signaling,96.742,0.8817,False,defense_signaling,97.252,0.8921,False,defense_signaling,NP_001323430.1 non-intrinsic ABC protein 12 [Arabidopsis thaliana],-0.722,-0.212
NP_001190138.1,False,97.675,0.9032,False,defense_signaling,90.916,0.7721,False,defense_signaling,97.463,0.8971,False,defense_signaling,NP_001190138.1 sacI homology domain-containing protein / WW domain-containing protein [Arabidopsis thaliana],-6.759,-0.212
NP_181238.4,False,97.464,0.8982,False,defense_signaling,96.742,0.8817,False,defense_signaling,97.252,0.8921,False,defense_signaling,NP_181238.4 non-intrinsic ABC protein 12 [Arabidopsis thaliana],-0.722,-0.212
NP_001184991.1,False,97.46,1.0898,False,antimicrobial,94.446,1.1072,False,antimicrobial,97.248,1.0812,False,antimicrobial,NP_001184991.1 sec7 domain-containing protein [Arabidopsis thaliana],-3.014,-0.212
NP_001189866.1,False,98.078,0.9153,False,defense_signaling,97.864,0.9098,False,defense_signaling,97.866,0.9092,False,defense_signaling,NP_001189866.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],-0.214,-0.212
NP_001331134.1,False,97.527,0.899,False,defense_signaling,99.728,1.0091,True,defense_signaling,97.314,1.2045,False,antimicrobial,NP_001331134.1 methyltransferase 1 [Arabidopsis thaliana],2.201,-0.213
NP_190684.3,False,97.056,0.8886,False,defense_signaling,96.884,0.8845,False,defense_signaling,96.843,0.8825,False,defense_signaling,NP_190684.3 ATP binding microtubule motor family protein [Arabidopsis thaliana],-0.172,-0.213
NP_001328302.1,False,97.264,1.0957,False,antimicrobial,96.959,1.0913,False,antimicrobial,97.05,1.0871,False,antimicrobial,NP_001328302.1 Albino or Glassy Yellow 1 [Arabidopsis thaliana],-0.305,-0.214
NP_001318457.1,True,97.062,0.8887,False,defense_signaling,94.151,0.8283,False,defense_signaling,96.848,0.8826,False,defense_signaling,NP_001318457.1 proteolysis 6 [Arabidopsis thaliana],-2.911,-0.214
NP_001319859.1,False,93.862,1.1023,False,antimicrobial,93.686,1.0982,False,antimicrobial,93.648,1.0937,False,antimicrobial,NP_001319859.1 pre-mRNA splicing factor-like protein [Arabidopsis thaliana],-0.176,-0.214
NP_195851.2,True,97.062,0.8887,False,defense_signaling,94.151,0.8283,False,defense_signaling,96.848,0.8826,False,defense_signaling,NP_195851.2 proteolysis 6 [Arabidopsis thaliana],-2.911,-0.214
NP_192252.1,False,93.862,1.1023,False,antimicrobial,93.686,1.0982,False,antimicrobial,93.648,1.0937,False,antimicrobial,NP_192252.1 pre-mRNA splicing factor-like protein [Arabidopsis thaliana],-0.176,-0.214
NP_001329764.1,False,93.862,1.1023,False,antimicrobial,93.686,1.0982,False,antimicrobial,93.648,1.0937,False,antimicrobial,NP_001329764.1 pre-mRNA splicing factor-like protein [Arabidopsis thaliana],-0.176,-0.214
NP_199512.2,True,98.284,0.9397,False,cell_death_HR,98.295,0.9266,False,defense_signaling,98.069,0.9311,False,cell_death_HR,NP_199512.2 RNA helicase [Arabidopsis thaliana],0.011,-0.215
NP_191905.3,False,97.569,0.9809,False,antimicrobial,97.187,1.0001,False,antimicrobial,97.353,1.0045,False,antimicrobial,NP_191905.3 transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana],-0.382,-0.216
NP_565587.1,False,98.109,1.0139,False,antimicrobial,99.138,0.9692,True,defense_signaling,97.893,1.0052,False,antimicrobial,NP_565587.1 chromatin remodeling factor CHD3 (PICKLE) [Arabidopsis thaliana],1.029,-0.216
NP_199216.2,True,97.571,0.922,False,antimicrobial,96.94,0.9163,False,antimicrobial,97.355,0.9134,False,antimicrobial,NP_199216.2 cellulose synthase A4 [Arabidopsis thaliana],-0.631,-0.216
NP_001324291.1,False,98.109,1.0139,False,antimicrobial,99.138,0.9692,True,defense_signaling,97.893,1.0052,False,antimicrobial,NP_001324291.1 chromatin remodeling factor CHD3 (PICKLE) [Arabidopsis thaliana],1.029,-0.216
NP_190446.1,False,98.31,0.9226,False,defense_signaling,93.523,0.8146,False,defense_signaling,98.093,0.9165,False,defense_signaling,NP_190446.1 ATP/DNA binding protein [Arabidopsis thaliana],-4.787,-0.217
NP_001319711.1,False,98.31,0.9226,False,defense_signaling,93.523,0.8146,False,defense_signaling,98.093,0.9165,False,defense_signaling,NP_001319711.1 ATP/DNA binding protein [Arabidopsis thaliana],-4.787,-0.217
NP_680117.3,False,98.139,0.9171,False,defense_signaling,97.94,0.9125,False,defense_signaling,97.921,0.911,False,defense_signaling,NP_680117.3 embryo defective 2423 [Arabidopsis thaliana],-0.199,-0.218
NP_001326636.1,False,97.013,0.8877,False,defense_signaling,94.943,0.8418,False,defense_signaling,96.795,0.8816,False,defense_signaling,NP_001326636.1 exportin-4 protein [Arabidopsis thaliana],-2.07,-0.218
NP_850474.3,False,98.32,0.9228,False,defense_signaling,98.631,0.9421,False,defense_signaling,98.102,0.9167,False,defense_signaling,NP_850474.3 WD40 domain-containing protein [Arabidopsis thaliana],0.311,-0.218
NP_198009.3,False,98.266,1.0594,False,antimicrobial,96.235,1.1719,False,antimicrobial,98.046,1.1959,False,antimicrobial,"NP_198009.3 chloroplastidic phosphoglucan, water dikinase (ATGWD3) [Arabidopsis thaliana]",-2.031,-0.22
NP_195645.1,False,98.168,0.9177,False,defense_signaling,97.917,0.9116,False,defense_signaling,97.948,0.9116,False,defense_signaling,NP_195645.1 cellulose synthase A2 [Arabidopsis thaliana],-0.251,-0.22
NP_001184889.1,False,98.256,0.9214,False,defense_signaling,91.256,1.0263,False,cell_death_HR,98.035,1.1739,False,cell_death_HR,NP_001184889.1 transcription regulator [Arabidopsis thaliana],-7.0,-0.221
NP_001321578.1,False,98.256,0.9214,False,defense_signaling,91.225,1.0253,False,cell_death_HR,98.035,1.1797,False,cell_death_HR,NP_001321578.1 transcription regulator [Arabidopsis thaliana],-7.031,-0.221
NP_001030850.1,False,98.186,0.9183,False,defense_signaling,98.31,0.9274,False,defense_signaling,97.964,0.9122,False,defense_signaling,NP_001030850.1 ubiquitin-protein ligase 7 [Arabidopsis thaliana],0.124,-0.222
NP_850170.1,False,98.249,0.9212,False,defense_signaling,97.849,0.9092,False,defense_signaling,98.027,0.9151,False,defense_signaling,NP_850170.1 homologue of trithorax [Arabidopsis thaliana],-0.4,-0.222
NP_190877.1,False,98.186,0.9183,False,defense_signaling,98.31,0.9274,False,defense_signaling,97.964,0.9122,False,defense_signaling,NP_190877.1 ubiquitin-protein ligase 7 [Arabidopsis thaliana],0.124,-0.222
NP_001189770.1,False,98.178,0.9182,False,defense_signaling,98.618,0.9414,False,defense_signaling,97.955,0.9121,False,defense_signaling,NP_001189770.1 WD40 domain-containing protein [Arabidopsis thaliana],0.44,-0.223
NP_181459.4,True,93.547,1.1023,False,cell_death_HR,92.045,1.0495,False,cell_death_HR,93.323,1.094,False,cell_death_HR,NP_181459.4 regulator of nonsense transcripts UPF2 [Arabidopsis thaliana],-1.502,-0.224
NP_001331466.1,False,93.578,1.0939,False,antimicrobial,98.598,0.9399,False,defense_signaling,93.347,1.0853,False,antimicrobial,NP_001331466.1 binding protein [Arabidopsis thaliana],5.02,-0.231
NP_176736.2,False,92.057,1.049,False,cell_death_HR,92.225,1.0569,False,cell_death_HR,91.825,1.0406,False,cell_death_HR,NP_176736.2 Endonuclease/exonuclease/phosphatase family protein [Arabidopsis thaliana],0.168,-0.232
NP_001326907.1,False,89.318,0.8567,False,NBS_LRR,88.631,0.7917,False,NBS_LRR,89.086,0.7888,False,NBS_LRR,NP_001326907.1 Pentatricopeptide repeat (PPR) superfamily protein [Arabidopsis thaliana],-0.687,-0.232
NP_001326908.1,False,89.318,0.8567,False,NBS_LRR,88.631,0.7917,False,NBS_LRR,89.086,0.7888,False,NBS_LRR,NP_001326908.1 Pentatricopeptide repeat (PPR) superfamily protein [Arabidopsis thaliana],-0.687,-0.232
NP_189368.5,False,96.924,0.8857,False,defense_signaling,96.642,0.8795,False,defense_signaling,96.691,0.8796,False,defense_signaling,"NP_189368.5 hydrolases, acting on ester bond [Arabidopsis thaliana]",-0.282,-0.233
NP_001319941.1,False,93.643,0.8154,False,defense_signaling,96.922,0.8851,False,defense_signaling,93.41,0.8122,False,defense_signaling,NP_001319941.1 fanconi anemia group D2 protein [Arabidopsis thaliana],3.279,-0.233
NP_176754.1,False,98.063,1.5011,False,NBS_LRR,97.809,1.4475,False,NBS_LRR,97.83,1.4468,False,NBS_LRR,NP_176754.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],-0.254,-0.233
NP_197096.1,False,92.215,1.0546,False,cell_death_HR,91.929,1.0454,False,cell_death_HR,91.982,1.0462,False,cell_death_HR,NP_197096.1 structural maintenance of chromosomes 5 [Arabidopsis thaliana],-0.286,-0.233
NP_001327915.1,False,94.412,1.1332,False,cell_death_HR,91.041,1.0208,False,cell_death_HR,94.177,1.125,False,cell_death_HR,NP_001327915.1 heteroglycan glucosidase 1 [Arabidopsis thaliana],-3.371,-0.235
NP_850086.2,False,96.913,1.0051,False,antimicrobial,97.044,1.2182,False,antimicrobial,96.677,1.1884,False,antimicrobial,NP_850086.2 ARM repeat superfamily protein [Arabidopsis thaliana],0.131,-0.236
NP_001328525.1,False,96.942,0.8859,False,defense_signaling,98.175,0.9211,False,defense_signaling,96.706,0.8798,False,defense_signaling,NP_001328525.1 fanconi anemia group D2 protein [Arabidopsis thaliana],1.233,-0.236
NP_200103.1,False,95.897,0.8624,False,defense_signaling,96.467,0.8756,False,defense_signaling,95.66,0.8573,False,defense_signaling,NP_200103.1 timeless family protein [Arabidopsis thaliana],0.57,-0.237
NP_850962.1,False,92.715,1.0728,False,cell_death_HR,89.79,0.9903,False,cell_death_HR,92.478,1.0645,False,cell_death_HR,NP_850962.1 presequence protease 2 [Arabidopsis thaliana],-2.925,-0.237
NP_175386.2,False,92.715,1.0728,False,cell_death_HR,89.79,0.9903,False,cell_death_HR,92.478,1.0645,False,cell_death_HR,NP_175386.2 presequence protease 2 [Arabidopsis thaliana],-2.925,-0.237
NP_850961.1,False,92.715,1.0728,False,cell_death_HR,89.79,0.9903,False,cell_death_HR,92.478,1.0645,False,cell_death_HR,NP_850961.1 presequence protease 2 [Arabidopsis thaliana],-2.925,-0.237
NP_198117.2,False,69.347,0.5091,False,defense_signaling,69.571,0.5095,False,defense_signaling,69.11,0.5043,False,defense_signaling,NP_198117.2 Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana],0.224,-0.237
NP_001331239.1,False,89.024,0.921,False,NBS_LRR,87.89,0.8604,False,NBS_LRR,88.786,0.8861,False,NBS_LRR,NP_001331239.1 PPR superfamily protein [Arabidopsis thaliana],-1.134,-0.238
NP_001327489.1,False,88.0,0.8282,False,antimicrobial,88.332,0.8457,False,antimicrobial,87.761,0.8442,False,antimicrobial,NP_001327489.1 Carbohydrate-binding-like fold [Arabidopsis thaliana],0.332,-0.239
NP_195948.1,True,96.857,0.8845,False,defense_signaling,93.072,0.8059,False,defense_signaling,96.617,0.8784,False,defense_signaling,NP_195948.1 NRAMP metal ion transporter family protein [Arabidopsis thaliana],-3.785,-0.24
NP_001321990.1,False,43.195,0.178,False,defense_signaling,43.118,0.1756,False,defense_signaling,42.954,0.173,False,defense_signaling,NP_001321990.1 kinase superfamily with octicosapeptide/Phox/Bem1p domain-containing protein [Arabidopsis thaliana],-0.077,-0.241
NP_001328469.1,False,26.303,-0.1953,False,defense_signaling,12.911,-0.7914,False,defense_signaling,26.061,-0.2021,False,defense_signaling,NP_001328469.1 SCAR family protein [Arabidopsis thaliana],-13.392,-0.242
NP_001189932.1,False,91.644,1.0369,False,cell_death_HR,90.113,0.9996,False,cell_death_HR,91.402,1.0285,False,cell_death_HR,NP_001189932.1 presequence protease 1 [Arabidopsis thaliana],-1.531,-0.242
NP_193101.2,False,92.76,1.0438,False,NBS_LRR,91.547,0.9717,False,NBS_LRR,92.516,0.9852,False,NBS_LRR,NP_193101.2 Pentatricopeptide repeat (PPR) superfamily protein [Arabidopsis thaliana],-1.213,-0.244
NP_193595.3,False,26.594,-0.1887,False,defense_signaling,13.011,-0.7847,False,defense_signaling,26.349,-0.1955,False,defense_signaling,NP_193595.3 SCAR family protein [Arabidopsis thaliana],-13.583,-0.245
NP_001328467.1,False,26.594,-0.1887,False,defense_signaling,12.977,-0.7881,False,defense_signaling,26.349,-0.1955,False,defense_signaling,NP_001328467.1 SCAR family protein [Arabidopsis thaliana],-13.617,-0.245
NP_001328466.1,False,26.594,-0.1887,False,defense_signaling,13.077,-0.7811,False,defense_signaling,26.349,-0.1955,False,defense_signaling,NP_001328466.1 SCAR family protein [Arabidopsis thaliana],-13.517,-0.245
NP_197244.1,False,96.708,0.9728,False,antimicrobial,96.409,0.9663,False,antimicrobial,96.463,0.9641,False,antimicrobial,NP_197244.1 Cellulose synthase family protein [Arabidopsis thaliana],-0.299,-0.245
NP_173584.5,False,96.768,0.9081,False,antimicrobial,94.625,0.8735,False,antimicrobial,96.523,0.8995,False,antimicrobial,NP_173584.5 Preprotein translocase SecA family protein [Arabidopsis thaliana],-2.143,-0.245
NP_001330664.1,False,28.443,-0.1351,False,defense_signaling,29.42,-0.1109,False,defense_signaling,28.194,-0.1418,False,defense_signaling,NP_001330664.1 SET domain protein 25 [Arabidopsis thaliana],0.977,-0.249
NP_001330665.1,False,28.443,-0.1351,False,defense_signaling,29.42,-0.1109,False,defense_signaling,28.194,-0.1418,False,defense_signaling,NP_001330665.1 SET domain protein 25 [Arabidopsis thaliana],0.977,-0.249
NP_001330666.1,False,28.443,-0.1351,False,defense_signaling,29.42,-0.1109,False,defense_signaling,28.194,-0.1418,False,defense_signaling,NP_001330666.1 SET domain protein 25 [Arabidopsis thaliana],0.977,-0.249
NP_001330667.1,False,28.443,-0.1351,False,defense_signaling,29.42,-0.1109,False,defense_signaling,28.194,-0.1418,False,defense_signaling,NP_001330667.1 SET domain protein 25 [Arabidopsis thaliana],0.977,-0.249
NP_001318731.1,False,28.443,-0.1351,False,defense_signaling,29.42,-0.1109,False,defense_signaling,28.194,-0.1418,False,defense_signaling,NP_001318731.1 SET domain protein 25 [Arabidopsis thaliana],0.977,-0.249
NP_001330668.1,False,28.443,-0.1351,False,defense_signaling,29.42,-0.1109,False,defense_signaling,28.194,-0.1418,False,defense_signaling,NP_001330668.1 SET domain protein 25 [Arabidopsis thaliana],0.977,-0.249
NP_001330669.1,False,28.443,-0.1351,False,defense_signaling,29.42,-0.1109,False,defense_signaling,28.194,-0.1418,False,defense_signaling,NP_001330669.1 SET domain protein 25 [Arabidopsis thaliana],0.977,-0.249
NP_001330670.1,False,28.443,-0.1351,False,defense_signaling,29.42,-0.1109,False,defense_signaling,28.194,-0.1418,False,defense_signaling,NP_001330670.1 SET domain protein 25 [Arabidopsis thaliana],0.977,-0.249
NP_199642.1,False,96.676,0.8809,False,defense_signaling,96.426,0.8747,False,defense_signaling,96.426,0.8747,False,defense_signaling,NP_199642.1 portal protein [Arabidopsis thaliana],-0.25,-0.25
NP_001323940.1,False,90.65,1.0125,False,cell_death_HR,92.514,1.0668,False,cell_death_HR,90.399,1.0041,False,cell_death_HR,NP_001323940.1 multidrug resistance-associated protein 11 [Arabidopsis thaliana],1.864,-0.251
NP_001323939.1,False,90.65,1.0125,False,cell_death_HR,90.806,1.0158,False,cell_death_HR,90.399,1.0041,False,cell_death_HR,NP_001323939.1 multidrug resistance-associated protein 11 [Arabidopsis thaliana],0.156,-0.251
NP_850709.1,False,28.936,-0.123,False,defense_signaling,23.204,-0.2963,False,defense_signaling,28.685,-0.1297,False,defense_signaling,NP_850709.1 hypothetical protein (DUF3133) [Arabidopsis thaliana],-5.732,-0.251
NP_001318287.1,False,90.64,1.0122,False,cell_death_HR,88.348,0.9538,False,cell_death_HR,90.389,1.0038,False,cell_death_HR,NP_001318287.1 actin-binding FH2 (formin 2) family protein [Arabidopsis thaliana],-2.292,-0.251
NP_187676.1,False,18.498,-0.4905,False,defense_signaling,17.884,-0.5164,False,defense_signaling,18.245,-0.4974,False,defense_signaling,NP_187676.1 nuclear pore complex protein [Arabidopsis thaliana],-0.614,-0.253
NP_001330192.1,False,16.917,-0.5692,False,defense_signaling,16.883,-0.5654,False,defense_signaling,16.664,-0.5762,False,defense_signaling,NP_001330192.1 uncharacterized protein AT5G60150 [Arabidopsis thaliana],-0.034,-0.253
NP_001327263.1,False,18.498,-0.4905,False,defense_signaling,17.884,-0.5164,False,defense_signaling,18.245,-0.4974,False,defense_signaling,NP_001327263.1 nuclear pore complex protein [Arabidopsis thaliana],-0.614,-0.253
NP_181378.2,False,27.861,-0.1516,False,defense_signaling,24.449,-0.2526,False,defense_signaling,27.606,-0.1583,False,defense_signaling,NP_181378.2 SCAR homolog 2 [Arabidopsis thaliana],-3.412,-0.255
NP_180742.1,False,96.649,1.0994,False,cell_death_HR,94.088,1.1165,False,cell_death_HR,96.394,1.1086,False,cell_death_HR,NP_180742.1 endonuclease/exonuclease/phosphatase family protein [Arabidopsis thaliana],-2.561,-0.255
NP_001189651.1,False,96.649,1.0994,False,cell_death_HR,94.474,1.071,False,cell_death_HR,96.394,1.0912,False,cell_death_HR,NP_001189651.1 endonuclease/exonuclease/phosphatase family protein [Arabidopsis thaliana],-2.175,-0.255
NP_187029.2,False,96.631,0.8793,False,defense_signaling,96.318,0.8724,False,defense_signaling,96.376,0.8731,False,defense_signaling,NP_187029.2 ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein [Arabidopsis thaliana],-0.313,-0.255
NP_001330634.1,False,18.572,-0.487,False,defense_signaling,17.832,-0.5185,False,defense_signaling,18.316,-0.494,False,defense_signaling,NP_001330634.1 SCAR family protein 4 [Arabidopsis thaliana],-0.74,-0.256
NP_188548.2,False,91.149,1.0243,False,cell_death_HR,88.369,0.954,False,cell_death_HR,90.893,1.0159,False,cell_death_HR,NP_188548.2 presequence protease 1 [Arabidopsis thaliana],-2.78,-0.256
NP_001330639.1,False,18.572,-0.487,False,defense_signaling,17.832,-0.5185,False,defense_signaling,18.316,-0.494,False,defense_signaling,NP_001330639.1 SCAR family protein 4 [Arabidopsis thaliana],-0.74,-0.256
NP_178811.7,False,89.441,0.9808,False,cell_death_HR,92.016,1.0488,False,cell_death_HR,89.184,0.9724,False,cell_death_HR,NP_178811.7 multidrug resistance-associated protein 11 [Arabidopsis thaliana],2.575,-0.257
NP_196863.5,False,19.637,-0.4382,False,defense_signaling,19.635,-0.4371,False,defense_signaling,19.378,-0.4447,False,defense_signaling,NP_196863.5 uncharacterized protein AT5G13590 [Arabidopsis thaliana],-0.002,-0.259
NP_001331743.1,False,19.637,-0.4382,False,defense_signaling,19.635,-0.4371,False,defense_signaling,19.378,-0.4447,False,defense_signaling,NP_001331743.1 uncharacterized protein AT5G13590 [Arabidopsis thaliana],-0.002,-0.259
NP_001331742.1,False,19.637,-0.4382,False,defense_signaling,19.635,-0.4371,False,defense_signaling,19.378,-0.4447,False,defense_signaling,NP_001331742.1 uncharacterized protein AT5G13590 [Arabidopsis thaliana],-0.002,-0.259
NP_001331741.1,False,19.637,-0.4382,False,defense_signaling,19.635,-0.4371,False,defense_signaling,19.378,-0.4447,False,defense_signaling,NP_001331741.1 uncharacterized protein AT5G13590 [Arabidopsis thaliana],-0.002,-0.259
NP_181714.3,False,93.291,0.8089,False,defense_signaling,93.115,0.8068,False,defense_signaling,93.03,0.8049,False,defense_signaling,NP_181714.3 Uncharacterized protein AT2G41830 [Arabidopsis thaliana],-0.176,-0.261
NP_001319331.1,False,90.367,0.8487,False,antimicrobial,94.416,0.8327,False,defense_signaling,90.105,0.8401,False,antimicrobial,NP_001319331.1 HEAT repeat-containing protein [Arabidopsis thaliana],4.049,-0.262
