protein_id,pid,z_max,best_category,has_defense_keyword,description,score_jackhmmer,length,truncated_by_esm,low_complexity_frac,repeat_frac_k6
NP_973689.2,NP_973689,1.0710734,RLK_defense,False,NP_973689.2 SNF2 domain-containing protein / helicase domain-containing protein [Arabidopsis thaliana],0.0,877,False,0.314,0.0
NP_176103.2,NP_176103,1.0709145,defense_signaling,False,NP_176103.2 RNA helicase family protein [Arabidopsis thaliana],0.0,1459,True,0.2986,0.0
NP_192999.1,NP_192999,1.0697294,antimicrobial,False,NP_192999.1 origin of replication complex 1B [Arabidopsis thaliana],0.0,813,False,0.25,0.0
NP_001332730.1,NP_001332730,1.0687243,antimicrobial,False,NP_001332730.1 Esterase/lipase/thioesterase family protein [Arabidopsis thaliana],0.0,716,False,0.1714,0.0
NP_568787.1,NP_568787,1.0686707,RLK_defense,False,NP_568787.1 FTSH protease 11 [Arabidopsis thaliana],0.0,806,False,0.3797,0.0
NP_565419.1,NP_565419,1.0672251,defense_signaling,True,NP_565419.1 Endoribonuclease/protein kinase IRE1-like protein [Arabidopsis thaliana],162.92626953125,841,False,0.1928,0.0
NP_001325883.1,NP_001325883,1.0650983,antimicrobial,False,NP_001325883.1 WUS-interacting protein 2 [Arabidopsis thaliana],0.0,1135,True,0.2143,0.0
NP_188209.3,NP_188209,1.0650983,antimicrobial,False,NP_188209.3 WUS-interacting protein 2 [Arabidopsis thaliana],0.0,1137,True,0.2143,0.0
NP_851003.2,NP_851003,1.0650983,antimicrobial,False,NP_851003.2 WUS-interacting protein 2 [Arabidopsis thaliana],0.0,1135,True,0.2143,0.0
NP_187835.2,NP_187835,1.0646672,antimicrobial,False,NP_187835.2 protein arginine methyltransferase 3 [Arabidopsis thaliana],0.0,601,False,0.322,0.0
NP_001323340.1,NP_001323340,1.062982,defense_signaling,True,NP_001323340.1 Protein kinase superfamily protein [Arabidopsis thaliana],154.82528686523438,529,False,0.2353,0.0229
NP_198997.1,NP_198997,1.0626473,antimicrobial,False,NP_198997.1 RAB geranylgeranyl transferase alpha subunit 2 [Arabidopsis thaliana],53.75820541381836,687,False,0.194,0.0
NP_001331841.1,NP_001331841,1.0626473,antimicrobial,False,NP_001331841.1 RAB geranylgeranyl transferase alpha subunit 2 [Arabidopsis thaliana],53.75820541381836,687,False,0.194,0.0
NP_001189808.1,NP_001189808,1.0608127,RLK_defense,False,NP_001189808.1 ankyrin repeat family protein [Arabidopsis thaliana],126.97244262695312,680,False,0.2985,0.0
NP_188306.2,NP_188306,1.060486,antimicrobial,False,NP_188306.2 TOPLESS-related 2 [Arabidopsis thaliana],0.0,1131,True,0.2054,0.0
NP_001328987.1,NP_001328987,1.0586433,NBS_LRR,False,NP_001328987.1 extra-large GTP-binding protein 2 [Arabidopsis thaliana],0.0,822,False,0.1728,0.0024
NP_001189905.1,NP_001189905,1.0564588,antimicrobial,False,NP_001189905.1 WUS-interacting protein 2 [Arabidopsis thaliana],0.0,1125,True,0.2162,0.0
NP_001190409.1,NP_001190409,1.0561001,antimicrobial,False,NP_001190409.1 TOPLESS-related 3 [Arabidopsis thaliana],0.0,1134,True,0.1964,0.0
NP_199343.1,NP_199343,1.055901,PR_proteins,False,NP_199343.1 beta-amylase 2 [Arabidopsis thaliana],0.0,689,False,0.1791,0.0073
NP_001032014.1,NP_001032014,1.0510477,PR_proteins,False,NP_001032014.1 beta-amylase 2 [Arabidopsis thaliana],0.0,687,False,0.209,0.0073
NP_001184881.1,NP_001184881,1.0489259,defense_signaling,False,NP_001184881.1 dicer-like 1 [Arabidopsis thaliana],0.0,1910,True,0.2526,0.0
NP_171612.1,NP_171612,1.0487934,defense_signaling,False,NP_171612.1 dicer-like 1 [Arabidopsis thaliana],0.0,1909,True,0.2328,0.0
NP_194529.4,NP_194529,1.0474008,antimicrobial,False,NP_194529.4 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,830,False,0.2439,0.0
NP_001328776.1,NP_001328776,1.0461314,antimicrobial,False,NP_001328776.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,832,False,0.2439,0.0
NP_197042.2,NP_197042,1.0458745,PR_proteins,False,NP_197042.2 domains rearranged methylase 1 [Arabidopsis thaliana],0.0,624,False,0.1967,0.0
NP_201506.2,NP_201506,1.0441606,defense_signaling,False,NP_201506.2 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana],133.51614379882812,477,False,0.2391,0.0
NP_199329.1,NP_199329,1.0418798,defense_signaling,False,NP_199329.1 Root hair defective 3 GTP-binding protein (RHD3) [Arabidopsis thaliana],0.0,834,False,0.1707,0.0
NP_172007.1,NP_172007,1.0396644,antimicrobial,False,NP_172007.1 Calcium-binding tetratricopeptide family protein [Arabidopsis thaliana],0.0,808,False,0.3038,0.0
NP_173344.2,NP_173344,1.0338335,defense_signaling,True,"NP_173344.2 Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein [Arabidopsis thaliana]",0.0,663,False,0.2154,0.0
NP_001190300.1,NP_001190300,1.0315843,defense_signaling,True,"NP_001190300.1 Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein [Arabidopsis thaliana]",0.0,696,False,0.1765,0.0
NP_001330613.1,NP_001330613,1.0304533,PR_proteins,False,NP_001330613.1 beta-amylase 2 [Arabidopsis thaliana],0.0,703,False,0.2174,0.0072
NP_850468.1,NP_850468,1.0292954,defense_signaling,False,NP_850468.1 squamosa promoter binding protein-like 1 [Arabidopsis thaliana],0.0,881,False,0.2644,0.0
NP_196503.3,NP_196503,1.0283427,defense_signaling,True,NP_196503.3 ethylene induced calmodulin binding protein [Arabidopsis thaliana],31.838647842407227,989,False,0.1546,0.0
NP_001322281.1,NP_001322281,1.0280825,defense_signaling,False,NP_001322281.1 AAA-type ATPase family protein [Arabidopsis thaliana],0.0,1036,True,0.1569,0.0
NP_182290.1,NP_182290,1.0277076,RLK_defense,False,NP_182290.1 zinc finger (CCCH type) helicase family protein [Arabidopsis thaliana],0.0,1015,False,0.2,0.0
NP_974024.2,NP_974024,1.0271612,defense_signaling,False,NP_974024.2 TBP-ASSOCIATED FACTOR 6B [Arabidopsis thaliana],0.0,527,False,0.1961,0.0
NP_850023.1,NP_850023,1.0256438,defense_signaling,False,NP_850023.1 signal responsive 1 [Arabidopsis thaliana],28.14794158935547,1032,True,0.2353,0.0
NP_001118361.1,NP_001118361,1.0256438,defense_signaling,False,NP_001118361.1 signal responsive 1 [Arabidopsis thaliana],28.14794158935547,1032,True,0.2353,0.0
NP_195220.1,NP_195220,1.0245744,defense_signaling,False,NP_195220.1 armadillo repeat only 1 [Arabidopsis thaliana],0.0,664,False,0.2462,0.0076
NP_850297.1,NP_850297,1.0244309,defense_signaling,False,NP_850297.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,1509,True,0.2148,0.0
NP_001328775.1,NP_001328775,1.0244273,antimicrobial,False,NP_001328775.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,801,False,0.2405,0.0
NP_566721.1,NP_566721,1.0223329,defense_signaling,False,NP_566721.1 ARM repeat superfamily protein [Arabidopsis thaliana],0.0,460,False,0.2889,0.011
NP_001185177.1,NP_001185177,1.0214417,defense_signaling,False,NP_001185177.1 stomatal cytokinesis defective / SCD1 protein (SCD1) [Arabidopsis thaliana],0.0,1040,True,0.2233,0.0
NP_850959.1,NP_850959,1.0214417,defense_signaling,False,NP_850959.1 stomatal cytokinesis defective / SCD1 protein (SCD1) [Arabidopsis thaliana],0.0,1187,True,0.2137,0.0
NP_195908.1,NP_195908,1.0213612,defense_signaling,False,NP_195908.1 ubiquitin-protein ligase 4 [Arabidopsis thaliana],0.0,1502,True,0.2282,0.0
NP_001331961.1,NP_001331961,1.0213612,defense_signaling,False,NP_001331961.1 ubiquitin-protein ligase 4 [Arabidopsis thaliana],0.0,1486,True,0.2245,0.0
NP_001185221.1,NP_001185221,1.020366,defense_signaling,False,NP_001185221.1 TBP-ASSOCIATED FACTOR 6B [Arabidopsis thaliana],0.0,476,False,0.3043,0.0
NP_001117544.1,NP_001117544,1.019719,antimicrobial,False,NP_001117544.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,827,False,0.3827,0.0049
NP_001319315.1,NP_001319315,1.019719,antimicrobial,False,NP_001319315.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,827,False,0.3827,0.0049
NP_564824.1,NP_564824,1.019247,antimicrobial,False,NP_564824.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,824,False,0.3951,0.0049
NP_001325350.1,NP_001325350,1.0182065,defense_signaling,False,NP_001325350.1 helicase in vascular tissue and tapetum [Arabidopsis thaliana],22.148679733276367,956,False,0.266,0.0147
NP_001329425.1,NP_001329425,1.0176771,antimicrobial,False,NP_001329425.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana],0.0,427,False,0.1951,0.0
NP_566200.1,NP_566200,1.017633,antimicrobial,False,NP_566200.1 Calcineurin-like metallo-phosphoesterase superfamily protein [Arabidopsis thaliana],0.0,743,False,0.274,0.0
NP_974443.4,NP_974443,1.0167159,defense_signaling,False,NP_974443.4 protein affected trafficking 2 [Arabidopsis thaliana],0.0,1115,True,0.3091,0.0
NP_001326316.1,NP_001326316,1.0162927,antimicrobial,False,NP_001326316.1 protein FLOWERING locus D-like protein [Arabidopsis thaliana],0.0,789,False,0.3377,0.0
NP_001318959.1,NP_001318959,1.0160596,defense_signaling,False,NP_001318959.1 DNA replication helicase [Arabidopsis thaliana],0.0,1296,True,0.1953,0.0
NP_001119195.1,NP_001119195,1.0158057,defense_signaling,True,NP_001119195.1 ethylene induced calmodulin binding protein [Arabidopsis thaliana],31.785741806030273,1007,False,0.202,0.0
NP_001326315.1,NP_001326315,1.0155597,defense_signaling,False,NP_001326315.1 protein FLOWERING locus D-like protein [Arabidopsis thaliana],0.0,925,False,0.4286,0.0
NP_200427.3,NP_200427,1.0144949,defense_signaling,False,NP_200427.3 Sec14p-like phosphatidylinositol transfer family protein [Arabidopsis thaliana],0.0,577,False,0.25,0.0
NP_001331164.1,NP_001331164,1.0144949,defense_signaling,False,NP_001331164.1 Sec14p-like phosphatidylinositol transfer family protein [Arabidopsis thaliana],0.0,577,False,0.25,0.0
NP_188003.1,NP_188003,1.0141029,antimicrobial,False,NP_188003.1 Root hair defective 3 GTP-binding protein (RHD3) [Arabidopsis thaliana],0.0,802,False,0.3165,0.0025
NP_849772.2,NP_849772,1.0131245,antimicrobial,False,NP_849772.2 triacylglycerol lipase-like 1 [Arabidopsis thaliana],89.82015228271484,479,False,0.2826,0.0
NP_001319654.1,NP_001319654,1.0126194,defense_signaling,False,NP_001319654.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,680,False,0.1642,0.0
NP_001326314.1,NP_001326314,1.012061,defense_signaling,False,NP_001326314.1 protein FLOWERING locus D-like protein [Arabidopsis thaliana],0.0,936,False,0.4348,0.0
NP_197730.1,NP_197730,1.0119427,defense_signaling,False,NP_197730.1 polygalacturonase inhibitor (DUF639) [Arabidopsis thaliana],0.0,730,False,0.1944,0.0
NP_001323399.1,NP_001323399,1.0119164,antimicrobial,False,NP_001323399.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,829,False,0.358,0.0049
NP_849842.1,NP_849842,1.0119164,antimicrobial,False,NP_849842.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,829,False,0.358,0.0049
NP_187650.4,NP_187650,1.0116462,defense_signaling,False,NP_187650.4 protein FLOWERING locus D-like protein [Arabidopsis thaliana],0.0,884,False,0.3908,0.0
NP_565424.1,NP_565424,1.0110657,defense_signaling,True,NP_565424.1 histidine kinase 1 [Arabidopsis thaliana],0.0,1207,True,0.1513,0.0
NP_850603.1,NP_850603,1.0092486,defense_signaling,False,NP_850603.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana],0.0,710,False,0.1714,0.0028
NP_566573.1,NP_566573,1.0092486,defense_signaling,False,NP_566573.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana],0.0,710,False,0.1714,0.0028
NP_001321456.1,NP_001321456,1.0091381,defense_signaling,True,NP_001321456.1 Protein kinase superfamily protein [Arabidopsis thaliana],137.01185607910156,430,False,0.3333,0.0
NP_001321459.1,NP_001321459,1.0091381,defense_signaling,True,NP_001321459.1 Protein kinase superfamily protein [Arabidopsis thaliana],137.01185607910156,430,False,0.3333,0.0
NP_001321458.1,NP_001321458,1.0091381,defense_signaling,True,NP_001321458.1 Protein kinase superfamily protein [Arabidopsis thaliana],137.01185607910156,430,False,0.3333,0.0
NP_001184943.1,NP_001184943,1.0086144,defense_signaling,False,NP_001184943.1 DNA replication helicase [Arabidopsis thaliana],0.0,1315,True,0.2154,0.0
NP_001322071.1,NP_001322071,1.0086144,defense_signaling,False,NP_001322071.1 DNA replication helicase [Arabidopsis thaliana],0.0,1048,True,0.1942,0.0
NP_001322136.1,NP_001322136,1.0086018,defense_signaling,False,"NP_001322136.1 TBP-ASSOCIATED FACTOR 6B, partial [Arabidopsis thaliana]",0.0,540,False,0.3208,0.0
NP_001328560.1,NP_001328560,1.0084064,NBS_LRR,False,NP_001328560.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,1095,True,0.2222,0.0
NP_191562.1,NP_191562,1.0081302,defense_signaling,False,NP_191562.1 squamosa promoter-binding protein-like 12 [Arabidopsis thaliana],19.68589973449707,927,False,0.2857,0.0
NP_180804.1,NP_180804,1.0080087,antimicrobial,False,NP_180804.1 Calcium-binding tetratricopeptide family protein [Arabidopsis thaliana],0.0,802,False,0.2152,0.0
NP_566484.2,NP_566484,1.0076807,defense_signaling,False,NP_566484.2 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana],101.38162231445312,518,False,0.18,0.0
NP_001321563.1,NP_001321563,1.0071664,defense_signaling,False,NP_001321563.1 trithorax-like protein 2 [Arabidopsis thaliana],0.0,1083,True,0.1682,0.0019
NP_172074.6,NP_172074,1.0071664,defense_signaling,False,NP_172074.6 trithorax-like protein 2 [Arabidopsis thaliana],0.0,1083,True,0.1682,0.0019
NP_001077464.4,NP_001077464,1.0071664,defense_signaling,False,NP_001077464.4 trithorax-like protein 2 [Arabidopsis thaliana],0.0,1083,True,0.1682,0.0019
NP_001321564.1,NP_001321564,1.0071664,defense_signaling,False,NP_001321564.1 trithorax-like protein 2 [Arabidopsis thaliana],0.0,1083,True,0.1682,0.0019
NP_567931.1,NP_567931,1.0068085,antimicrobial,False,NP_567931.1 dynamin-related protein 3A [Arabidopsis thaliana],0.0,808,False,0.2025,0.0
NP_175333.3,NP_175333,1.0063714,defense_signaling,False,NP_175333.3 stomatal cytokinesis defective / SCD1 protein (SCD1) [Arabidopsis thaliana],0.0,909,False,0.2472,0.0
NP_001320175.1,NP_001320175,1.0063714,defense_signaling,False,NP_001320175.1 stomatal cytokinesis defective / SCD1 protein (SCD1) [Arabidopsis thaliana],0.0,909,False,0.2472,0.0
NP_001320087.1,NP_001320087,1.0062215,defense_signaling,False,NP_001320087.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,1311,True,0.2615,0.0
NP_194739.1,NP_194739,1.0062215,defense_signaling,False,NP_194739.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,1311,True,0.2615,0.0
NP_001190906.1,NP_001190906,1.005336,antimicrobial,False,NP_001190906.1 dynamin-related protein 3A [Arabidopsis thaliana],0.0,809,False,0.2025,0.0
NP_568680.1,NP_568680,1.0051018,RLK_defense,False,NP_568680.1 nudix hydrolase homolog 8 [Arabidopsis thaliana],0.0,369,False,0.1429,0.0
NP_001320302.1,NP_001320302,1.0050306,defense_signaling,False,NP_001320302.1 Putative serine esterase family protein [Arabidopsis thaliana],0.0,802,False,0.1519,0.0
NP_172469.2,NP_172469,1.0050291,defense_signaling,False,NP_172469.2 Putative serine esterase family protein [Arabidopsis thaliana],0.0,802,False,0.1519,0.0
NP_194667.1,NP_194667,1.0050259,defense_signaling,True,NP_194667.1 protein kinase family protein / WD-40 repeat family protein [Arabidopsis thaliana],93.09182739257812,1494,True,0.1824,0.0
NP_196966.2,NP_196966,1.0043812,antimicrobial,False,NP_196966.2 domains rearranged methyltransferase 2 [Arabidopsis thaliana],0.0,626,False,0.1475,0.0
NP_177439.2,NP_177439,1.0035868,antimicrobial,False,NP_177439.2 Root hair defective 3 GTP-binding protein (RHD3) [Arabidopsis thaliana],0.0,795,False,0.1795,0.0
NP_001031526.1,NP_001031526,1.0030305,RLK_defense,False,NP_001031526.1 ATP-binding cassette A1 [Arabidopsis thaliana],0.0,1846,True,0.2186,0.0011
NP_001327481.1,NP_001327481,1.0026835,defense_signaling,False,NP_001327481.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana],0.0,591,False,0.1034,0.0
NP_001077501.1,NP_001077501,1.0025557,defense_signaling,False,NP_001077501.1 Putative serine esterase family protein [Arabidopsis thaliana],0.0,801,False,0.1646,0.0
NP_187323.2,NP_187323,1.0023881,antimicrobial,False,NP_187323.2 binding protein [Arabidopsis thaliana],0.0,865,False,0.3294,0.0
NP_189908.2,NP_189908,1.0021282,defense_signaling,False,NP_189908.2 Phosphoinositide phosphatase family protein [Arabidopsis thaliana],0.0,818,False,0.15,0.0
NP_001325227.1,NP_001325227,1.001174,defense_signaling,True,NP_001325227.1 Serine/Threonine-kinase [Arabidopsis thaliana],0.0,304,False,0.3103,0.0
NP_001325228.1,NP_001325228,1.001174,defense_signaling,True,NP_001325228.1 Serine/Threonine-kinase [Arabidopsis thaliana],0.0,304,False,0.3103,0.0
NP_177951.6,NP_177951,1.0007528,defense_signaling,False,"NP_177951.6 transferases, transferring glycosyl groups [Arabidopsis thaliana]",0.0,943,False,0.1398,0.0
NP_187773.1,NP_187773,1.0007371,defense_signaling,False,NP_187773.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana],0.0,808,False,0.2025,0.0
NP_193822.1,NP_193822,1.000379,defense_signaling,False,NP_193822.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana],0.0,450,False,0.1591,0.0
NP_187793.1,NP_187793,1.0001534,defense_signaling,True,NP_187793.1 Endoribonuclease/protein kinase IRE1-like protein [Arabidopsis thaliana],118.09032440185547,554,False,0.2222,0.0
NP_001032135.1,NP_001032135,0.9995303,defense_signaling,False,NP_001032135.1 Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domain [Arabidopsis thaliana],34.537899017333984,1050,True,0.2212,0.0
NP_201227.3,NP_201227,0.9995303,defense_signaling,False,NP_201227.3 Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domain [Arabidopsis thaliana],34.537899017333984,1050,True,0.2212,0.0
NP_001329182.1,NP_001329182,0.9993016,defense_signaling,True,NP_001329182.1 protein kinase family protein / WD-40 repeat family protein [Arabidopsis thaliana],0.0,1273,True,0.1746,0.0
NP_001322073.1,NP_001322073,0.99929214,defense_signaling,False,NP_001322073.1 DNA replication helicase [Arabidopsis thaliana],0.0,1328,True,0.229,0.0
NP_001323068.1,NP_001323068,0.99861705,defense_signaling,False,NP_001323068.1 triacylglycerol lipase-like 1 [Arabidopsis thaliana],89.62319946289062,504,False,0.2653,0.0
NP_001319681.1,NP_001319681,0.9983063,defense_signaling,False,NP_001319681.1 histone chaperone HIRA-like protein [Arabidopsis thaliana],0.0,1024,True,0.1089,0.0
NP_176404.3,NP_176404,0.99787253,defense_signaling,False,NP_176404.3 AAA-type ATPase family protein [Arabidopsis thaliana],0.0,1043,True,0.1942,0.0
NP_178183.2,NP_178183,0.99656016,defense_signaling,True,NP_178183.2 SUPPRESSOR OF AUXIN RESISTANCE 3 [Arabidopsis thaliana],0.0,1046,True,0.165,0.0
NP_172639.2,NP_172639,0.995814,defense_signaling,False,NP_172639.2 ankyrin repeat family protein [Arabidopsis thaliana],24.681089401245117,644,False,0.254,0.0
NP_001322072.1,NP_001322072,0.995456,defense_signaling,False,NP_001322072.1 DNA replication helicase [Arabidopsis thaliana],0.0,1331,True,0.2424,0.0
NP_001326701.1,NP_001326701,0.99542916,defense_signaling,False,NP_001326701.1 Phosphoinositide phosphatase family protein [Arabidopsis thaliana],0.0,813,False,0.1625,0.0
NP_001325109.1,NP_001325109,0.9948155,defense_signaling,False,NP_001325109.1 squamosa promoter binding protein-like 1 [Arabidopsis thaliana],21.994380950927734,752,False,0.2568,0.0
NP_176471.1,NP_176471,0.9946799,defense_signaling,False,NP_176471.1 LSD1-like 1 [Arabidopsis thaliana],0.0,844,False,0.3494,0.0
NP_001326052.1,NP_001326052,0.9943802,defense_signaling,False,NP_001326052.1 histone chaperone HIRA-like protein [Arabidopsis thaliana],0.0,886,False,0.2069,0.0
NP_190039.2,NP_190039,0.9943786,defense_signaling,False,NP_190039.2 histone chaperone HIRA-like protein [Arabidopsis thaliana],0.0,1058,True,0.125,0.0
NP_001078747.1,NP_001078747,0.9941277,antimicrobial,False,NP_001078747.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,829,False,0.284,0.0
NP_174433.2,NP_174433,0.99406475,defense_signaling,False,NP_174433.2 shoot gravitropism 2 (SGR2) [Arabidopsis thaliana],0.0,933,False,0.2065,0.0
NP_566481.1,NP_566481,0.99351895,defense_signaling,False,NP_566481.1 Phosphoinositide phosphatase family protein [Arabidopsis thaliana],0.0,808,False,0.1899,0.0
NP_186824.1,NP_186824,0.99340856,defense_signaling,False,NP_186824.1 Ankyrin repeat family protein [Arabidopsis thaliana],92.03191375732422,664,False,0.2,0.003
NP_001326814.1,NP_001326814,0.99340856,defense_signaling,False,NP_001326814.1 Ankyrin repeat family protein [Arabidopsis thaliana],92.03191375732422,664,False,0.2,0.003
NP_001321312.1,NP_001321312,0.993153,defense_signaling,False,NP_001321312.1 actin cross-linking protein (DUF569) [Arabidopsis thaliana],0.0,326,False,0.3871,0.0
NP_001326107.1,NP_001326107,0.9929826,defense_signaling,False,NP_001326107.1 Zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana],0.0,682,False,0.2985,0.0
NP_001185264.1,NP_001185264,0.99263245,defense_signaling,False,NP_001185264.1 Putative serine esterase family protein [Arabidopsis thaliana],0.0,711,False,0.2429,0.0
NP_181303.1,NP_181303,0.9921309,defense_signaling,False,NP_181303.1 Transducin/WD40 repeat-like superfamily protein [Arabidopsis thaliana],0.0,903,False,0.3596,0.0
NP_195350.5,NP_195350,0.9921267,antimicrobial,False,NP_195350.5 ATP binding protein [Arabidopsis thaliana],0.0,486,False,0.1489,0.0499
NP_001319224.1,NP_001319224,0.9920662,defense_signaling,False,NP_001319224.1 TBP-ASSOCIATED FACTOR 6B [Arabidopsis thaliana],0.0,526,False,0.3725,0.0
NP_001190044.1,NP_001190044,0.991899,defense_signaling,False,NP_001190044.1 Phototropic-responsive NPH3 family protein [Arabidopsis thaliana],0.0,520,False,0.3333,0.0
NP_001324818.1,NP_001324818,0.9918217,defense_signaling,False,NP_001324818.1 ArgH (DUF639) [Arabidopsis thaliana],0.0,737,False,0.2222,0.0
NP_195299.2,NP_195299,0.9917756,RLK_defense,False,NP_195299.2 DEAD/DEAH box RNA helicase family protein [Arabidopsis thaliana],0.0,713,False,0.2857,0.0
NP_191040.2,NP_191040,0.9913611,defense_signaling,False,NP_191040.2 Pleckstrin homology (PH) and lipid-binding START domains-containing protein [Arabidopsis thaliana],0.0,733,False,0.1667,0.0027
NP_001030862.1,NP_001030862,0.9913611,defense_signaling,False,NP_001030862.1 Pleckstrin homology (PH) and lipid-binding START domains-containing protein [Arabidopsis thaliana],0.0,733,False,0.1667,0.0027
NP_197058.2,NP_197058,0.9913012,defense_signaling,False,NP_197058.2 PHD finger family protein [Arabidopsis thaliana],0.0,1846,True,0.1858,0.0011
NP_001323654.1,NP_001323654,0.99113554,defense_signaling,False,NP_001323654.1 Transducin/WD40 repeat-like superfamily protein [Arabidopsis thaliana],0.0,904,False,0.3483,0.0
NP_563658.1,NP_563658,0.99088156,defense_signaling,False,NP_563658.1 SET domain-containing protein [Arabidopsis thaliana],0.0,689,False,0.3134,0.0029
NP_179764.4,NP_179764,0.99046516,defense_signaling,False,NP_179764.4 ArgH (DUF639) [Arabidopsis thaliana],0.0,734,False,0.2222,0.0
NP_001319257.1,NP_001319257,0.9896039,defense_signaling,False,NP_001319257.1 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana],139.4895477294922,494,False,0.2292,0.0
NP_001319289.1,NP_001319289,0.98940516,defense_signaling,False,NP_001319289.1 phospholipase A I-like protein [Arabidopsis thaliana],68.98400115966797,1223,True,0.2975,0.0016
NP_001185288.2,NP_001185288,0.98940516,defense_signaling,False,NP_001185288.2 phospholipase A I-like protein [Arabidopsis thaliana],68.76213836669922,1352,True,0.2985,0.0015
NP_001189831.1,NP_001189831,0.9892632,defense_signaling,False,NP_001189831.1 binding protein [Arabidopsis thaliana],0.0,886,False,0.3563,0.0
NP_001331621.1,NP_001331621,0.98925686,defense_signaling,False,NP_001331621.1 nudix hydrolase homolog 8 [Arabidopsis thaliana],0.0,398,False,0.1316,0.0
NP_564946.1,NP_564946,0.98918116,defense_signaling,True,NP_564946.1 Serine/Threonine kinase domain protein [Arabidopsis thaliana],85.02460479736328,562,False,0.2909,0.0
NP_001319118.1,NP_001319118,0.98915595,defense_signaling,False,NP_001319118.1 Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein [Arabidopsis thaliana],0.0,819,False,0.1875,0.0
NP_001185118.1,NP_001185118,0.98915595,defense_signaling,False,NP_001185118.1 Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein [Arabidopsis thaliana],0.0,819,False,0.1875,0.0
NP_174367.6,NP_174367,0.98915595,defense_signaling,False,NP_174367.6 Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein [Arabidopsis thaliana],0.0,819,False,0.1875,0.0
NP_195863.1,NP_195863,0.9890613,defense_signaling,False,NP_195863.1 Transducin/WD40 repeat-like superfamily protein [Arabidopsis thaliana],0.0,905,False,0.3483,0.0
NP_001326108.1,NP_001326108,0.9888531,defense_signaling,False,NP_001326108.1 Zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana],0.0,681,False,0.3582,0.0
NP_175354.1,NP_175354,0.9884871,defense_signaling,False,NP_175354.1 Rho guanine nucleotide exchange factor [Arabidopsis thaliana],0.0,338,False,0.2812,0.0
NP_201004.2,NP_201004,0.9882521,defense_signaling,False,NP_201004.2 ARF-GAP domain 1 [Arabidopsis thaliana],45.05742263793945,828,False,0.1358,0.0
NP_176283.1,NP_176283,0.9879556,defense_signaling,False,NP_176283.1 ARF-GAP domain 2 [Arabidopsis thaliana],45.854461669921875,776,False,0.1053,0.0
NP_567022.1,NP_567022,0.98729146,defense_signaling,False,NP_567022.1 protein affected trafficking 2 [Arabidopsis thaliana],0.0,987,False,0.268,0.0
NP_001190866.1,NP_001190866,0.9866274,defense_signaling,False,NP_001190866.1 PATATIN-like protein 8 [Arabidopsis thaliana],0.0,526,False,0.3333,0.0077
NP_849371.2,NP_849371,0.98569834,defense_signaling,False,NP_849371.2 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.0,479,False,0.2174,0.0
