protein_id,z_max,best_category,pctl_max,description
NP_197678.1,0.5234793,RLK_defense,71.86508183458834,NP_197678.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_001077455.1,0.5234668,defense_signaling,70.59763104943265,NP_001077455.1 TRAF-like superfamily protein [Arabidopsis thaliana]
NP_850000.1,0.5230126,defense_signaling,71.14112058414753,NP_850000.1 Molecular chaperone Hsp40/DnaJ family protein [Arabidopsis thaliana]
NP_564019.1,0.52274597,defense_signaling,70.54369697346858,NP_564019.1 jasmonate-zim-domain protein 5 [Arabidopsis thaliana]
NP_001154713.1,0.5219273,defense_signaling,70.48976289750452,NP_001154713.1 jasmonate-zim-domain protein 10 [Arabidopsis thaliana]
NP_001031130.1,0.5216835,PR_proteins,69.95249652540087,NP_001031130.1 Cysteine-rich protein [Arabidopsis thaliana]
NP_001032025.1,0.5205291,RLK_defense,71.62652726782419,NP_001032025.1 low-molecular-weight cysteine-rich 6 [Arabidopsis thaliana]
NP_001185403.1,0.5203913,cell_death_HR,65.34320741800983,NP_001185403.1 Walls Are Thin 1 [Arabidopsis thaliana]
NP_565111.1,0.52038974,cell_death_HR,65.34113303047275,NP_565111.1 Walls Are Thin 1 [Arabidopsis thaliana]
NP_001031288.1,0.5193935,RLK_defense,71.54562615387808,NP_001031288.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031316.1,0.5160453,defense_signaling,69.97738917584583,NP_001031316.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_195810.2,0.5157061,defense_signaling,69.94419897525256,NP_195810.2 WRKY DNA-binding protein 62 [Arabidopsis thaliana]
NP_001031134.1,0.51565564,PR_proteins,66.52145953907109,NP_001031134.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_568840.3,0.51515406,defense_signaling,69.89856244943681,NP_568840.3 calmodulin-binding protein [Arabidopsis thaliana]
NP_001031491.1,0.51432323,RLK_defense,71.09755844586886,NP_001031491.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031356.1,0.5139935,RLK_defense,71.07370298919244,NP_001031356.1 low-molecular-weight cysteine-rich 40 [Arabidopsis thaliana]
NP_001031237.1,0.5135971,RLK_defense,71.04051278859916,NP_001031237.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001031613.1,0.51314765,defense_signaling,69.73261144647043,NP_001031613.1 S locus-related glycoprotein 1 (SLR1) binding pollen coat protein family [Arabidopsis thaliana]
NP_194013.1,0.51204693,PR_proteins,69.54487937436473,NP_194013.1 A20/AN1-like zinc finger family protein [Arabidopsis thaliana]
NP_974594.1,0.51204693,PR_proteins,69.54487937436473,NP_974594.1 A20/AN1-like zinc finger family protein [Arabidopsis thaliana]
NP_001030910.1,0.5117727,RLK_defense,70.90671479245752,NP_001030910.1 low-molecular-weight cysteine-rich 52 [Arabidopsis thaliana]
NP_196250.1,0.511735,cell_death_HR,64.81838737112867,NP_196250.1 NDR1/HIN1-like 3 [Arabidopsis thaliana]
NP_001031618.1,0.5116265,RLK_defense,70.89634285477213,NP_001031618.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_974325.1,0.51034474,RLK_defense,70.7781027651586,NP_974325.1 Cysteine-rich protein [Arabidopsis thaliana]
NP_001030801.1,0.5101096,defense_signaling,69.44219719127928,NP_001030801.1 low-molecular-weight cysteine-rich 33 [Arabidopsis thaliana]
NP_200015.1,0.5100623,defense_signaling,69.4380484162051,NP_200015.1 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]
NP_001031393.1,0.50951135,RLK_defense,70.7158711390462,NP_001031393.1 low-molecular-weight cysteine-rich 35 [Arabidopsis thaliana]
NP_851228.1,0.5093789,antimicrobial,65.59420830999647,NP_851228.1 actin depolymerizing factor 4 [Arabidopsis thaliana]
NP_001319225.1,0.50891995,RLK_defense,70.65675109423943,NP_001319225.1 Protein of unknown function (PD694200) [Arabidopsis thaliana]
NP_175520.1,0.50872356,cell_death_HR,64.66488269338477,NP_175520.1 Heavy metal transport/detoxification superfamily protein [Arabidopsis thaliana]
NP_001032016.1,0.5086647,defense_signaling,69.31877113282303,NP_001032016.1 SCR-like 27 [Arabidopsis thaliana]
NP_001030715.1,0.50825226,RLK_defense,70.62044931234053,NP_001030715.1 Cysteine-rich protein [Arabidopsis thaliana]
NP_001078406.1,0.5076265,antimicrobial,65.2145953907109,NP_001078406.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_001030909.1,0.50739616,RLK_defense,70.52917626070902,NP_001030909.1 low-molecular-weight cysteine-rich 8 [Arabidopsis thaliana]
NP_001031656.1,0.50733817,defense_signaling,69.20779139958927,NP_001031656.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031470.1,0.5072402,RLK_defense,70.52710187317194,NP_001031470.1 low-molecular-weight cysteine-rich 49 [Arabidopsis thaliana]
NP_001030912.1,0.5071671,RLK_defense,70.5125811604124,NP_001030912.1 low-molecular-weight cysteine-rich 54 [Arabidopsis thaliana]
NP_001031257.1,0.50707126,RLK_defense,70.49806044765283,NP_001031257.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031142.1,0.506553,RLK_defense,70.45242392183708,NP_001031142.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001032077.1,0.5063933,defense_signaling,69.15178293608813,NP_001032077.1 Protein of unknown function (PD694200) [Arabidopsis thaliana]
NP_177757.1,0.50584126,cell_death_HR,64.50515485302965,NP_177757.1 snRNP core protein SMD3 [Arabidopsis thaliana]
NP_001031995.1,0.5057164,RLK_defense,70.40367581471571,NP_001031995.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_195585.1,0.50435793,PR_proteins,65.89499450287303,NP_195585.1 rotamase CYP 1 [Arabidopsis thaliana]
NP_192913.1,0.50344044,defense_signaling,68.86966623104527,NP_192913.1 low-molecular-weight cysteine-rich 17 [Arabidopsis thaliana]
NP_201171.1,0.5027311,NBS_LRR,70.32381189453814,NP_201171.1 Scorpion toxin-like knottin superfamily protein [Arabidopsis thaliana]
NP_001031326.1,0.5019861,defense_signaling,68.73483104113511,NP_001031326.1 SCR-like 15 [Arabidopsis thaliana]
NP_001031854.1,0.501299,PR_proteins,65.71037401207293,NP_001031854.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_564768.1,0.50009644,defense_signaling,68.53983861264962,NP_564768.1 SCR-like 6 [Arabidopsis thaliana]
NP_001031605.1,0.4998819,defense_signaling,68.52739228742713,NP_001031605.1 S locus-related glycoprotein 1 (SLR1) binding pollen coat protein family [Arabidopsis thaliana]
NP_001031636.2,0.49961373,defense_signaling,68.50249963698218,NP_001031636.2 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_188478.1,0.49896318,PR_proteins,69.77202480967495,NP_188478.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]
NP_197013.1,0.49878222,cell_death_HR,64.09857489576203,NP_197013.1 voltage dependent anion channel 3 [Arabidopsis thaliana]
NP_001190314.1,0.49878067,cell_death_HR,64.09650050822495,NP_001190314.1 voltage dependent anion channel 3 [Arabidopsis thaliana]
NP_001031314.1,0.4981508,RLK_defense,69.73468583400751,NP_001031314.1 Cysteine-rich protein [Arabidopsis thaliana]
NP_001030751.1,0.49773982,defense_signaling,68.33447424647872,NP_001030751.1 SCR-like 13 [Arabidopsis thaliana]
NP_001030800.2,0.49710134,RLK_defense,69.62059451946813,NP_001030800.2 low-molecular-weight cysteine-rich 47 [Arabidopsis thaliana]
NP_001078034.1,0.49681863,defense_signaling,68.2349036446989,NP_001078034.1 low-molecular-weight cysteine-rich 51 [Arabidopsis thaliana]
NP_001031852.1,0.49650738,PR_proteins,65.43655485717842,NP_001031852.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_194659.2,0.49579194,RLK_defense,69.50235442985459,NP_194659.2 low-molecular-weight cysteine-rich 27 [Arabidopsis thaliana]
NP_001030967.1,0.49317962,defense_signaling,67.89677847615492,NP_001030967.1 Cysteine-rich protein [Arabidopsis thaliana]
NP_199169.1,0.49307394,defense_signaling,67.87499740701558,NP_199169.1 TRAF-like superfamily protein [Arabidopsis thaliana]
NP_851125.1,0.49307394,defense_signaling,67.87499740701558,NP_851125.1 TRAF-like superfamily protein [Arabidopsis thaliana]
NP_001030830.1,0.49271828,RLK_defense,69.26379986309043,NP_001030830.1 low-molecular-weight cysteine-rich 48 [Arabidopsis thaliana]
NP_001031815.1,0.49242404,defense_signaling,67.82417491235712,NP_001031815.1 low-molecular-weight cysteine-rich 45 [Arabidopsis thaliana]
NP_001031891.1,0.49185726,RLK_defense,69.20986578712635,NP_001031891.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031101.1,0.49143326,RLK_defense,69.17045242392183,NP_001031101.1 low-molecular-weight cysteine-rich 31 [Arabidopsis thaliana]
NP_564539.1,0.4912189,NBS_LRR,69.7035700209513,NP_564539.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]
NP_001031354.1,0.49050596,defense_signaling,67.6934884975211,NP_001031354.1 SCR-like 18 [Arabidopsis thaliana]
NP_201408.1,0.49007377,defense_signaling,67.66444707200199,NP_201408.1 RING/U-box superfamily protein [Arabidopsis thaliana]
NP_001332466.1,0.4900706,defense_signaling,67.66237268446491,NP_001332466.1 RING/U-box superfamily protein [Arabidopsis thaliana]
NP_001031309.1,0.48795062,defense_signaling,67.4694546435165,NP_001031309.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031200.1,0.48692217,defense_signaling,67.3574377165142,NP_001031200.1 defensin-like protein [Arabidopsis thaliana]
NP_565899.1,0.48629436,defense_signaling,67.30350364055013,NP_565899.1 hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]
NP_189967.1,0.48590162,cell_death_HR,63.405729458377415,NP_189967.1 calmodulin 7 [Arabidopsis thaliana]
NP_180496.1,0.4855404,cell_death_HR,63.38291119546954,NP_180496.1 senescence-associated gene 13 [Arabidopsis thaliana]
NP_974058.1,0.48541734,defense_signaling,67.23712323936358,NP_974058.1 SCR-like 5 [Arabidopsis thaliana]
NP_001031276.1,0.48327053,defense_signaling,67.04420519841517,NP_001031276.1 low-molecular-weight cysteine-rich 65 [Arabidopsis thaliana]
NP_178321.1,0.48324066,cell_death_HR,63.25015039309644,NP_178321.1 low-molecular-weight cysteine-rich 68 [Arabidopsis thaliana]
NP_001077454.1,0.4828336,defense_signaling,67.0006430601365,NP_001077454.1 TRAF-like superfamily protein [Arabidopsis thaliana]
NP_001030836.1,0.48255914,defense_signaling,66.9778247972286,NP_001030836.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_566702.1,0.48233515,defense_signaling,66.96330408446906,NP_566702.1 pathogen and circadian controlled 1 [Arabidopsis thaliana]
NP_001031408.1,0.48231235,PR_proteins,66.8471383823926,NP_001031408.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_181880.1,0.48222238,PR_proteins,66.3472109859564,NP_181880.1 trypsin inhibitor protein 2 [Arabidopsis thaliana]
NP_001031398.1,0.48215532,defense_signaling,66.94774617794096,NP_001031398.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_197017.1,0.48112056,defense_signaling,66.84921276992968,NP_197017.1 WRKY DNA-binding protein 72 [Arabidopsis thaliana]
NP_001030745.1,0.48045126,RLK_defense,68.32825108386749,NP_001030745.1 low-molecular-weight cysteine-rich 42 [Arabidopsis thaliana]
NP_001031429.1,0.47806478,RLK_defense,68.12703549277076,NP_001031429.1 low-molecular-weight cysteine-rich 9 [Arabidopsis thaliana]
NP_569040.1,0.4779043,defense_signaling,66.55879851473853,NP_569040.1 mitogen-activated protein kinase kinase kinase 5 [Arabidopsis thaliana]
NP_177735.1,0.47789568,cell_death_HR,62.97633123820192,NP_177735.1 chloroplastic drought-induced stress protein of 32 kD [Arabidopsis thaliana]
NP_181259.1,0.47709817,RLK_defense,68.07725019188085,NP_181259.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_001031258.1,0.47603288,PR_proteins,66.71645196755658,NP_001031258.1 defensin-like protein [Arabidopsis thaliana]
NP_187354.1,0.47580165,defense_signaling,66.39077312423507,NP_187354.1 DEA(D/H)-box RNA helicase family protein [Arabidopsis thaliana]
NP_197854.1,0.47548777,defense_signaling,66.36173169871596,NP_197854.1 response to low sulfur 2 [Arabidopsis thaliana]
NP_001031411.1,0.4748774,RLK_defense,67.91129918891447,NP_001031411.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_200791.2,0.47444037,defense_signaling,66.25904951563051,NP_200791.2 DNA-binding protein [Arabidopsis thaliana]
NP_974964.1,0.47444037,defense_signaling,66.25904951563051,NP_974964.1 DNA-binding protein [Arabidopsis thaliana]
NP_001318842.1,0.4744388,defense_signaling,66.25593793432489,NP_001318842.1 DNA-binding protein [Arabidopsis thaliana]
NP_001117399.1,0.47435692,cell_death_HR,62.76681809695688,NP_001117399.1 lsd one like 1 [Arabidopsis thaliana]
NP_564405.1,0.47435385,cell_death_HR,62.76474370941979,NP_564405.1 lsd one like 1 [Arabidopsis thaliana]
NP_001031388.1,0.47420377,defense_signaling,66.30987201028896,NP_001031388.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_192034.1,0.47388986,defense_signaling,66.21548737735183,NP_192034.1 WRKY family transcription factor [Arabidopsis thaliana]
NP_565179.1,0.47345924,defense_signaling,66.18437156429565,NP_565179.1 VQ motif-containing protein [Arabidopsis thaliana]
NP_001321086.1,0.47345924,defense_signaling,66.18437156429565,NP_001321086.1 VQ motif-containing protein [Arabidopsis thaliana]
NP_001032024.1,0.47316837,RLK_defense,67.76401767378182,NP_001032024.1 low-molecular-weight cysteine-rich 20 [Arabidopsis thaliana]
NP_001030746.1,0.47198126,defense_signaling,67.38647914203332,NP_001030746.1 low-molecular-weight cysteine-rich 39 [Arabidopsis thaliana]
NP_001031322.1,0.47189605,defense_signaling,66.02982969278321,NP_001031322.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001031350.1,0.47152537,defense_signaling,66.00078826726408,NP_001031350.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_188272.1,0.47076142,PR_proteins,63.77911921505176,NP_188272.1 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_001032021.1,0.46997955,defense_signaling,65.88254817765055,NP_001032021.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_189094.1,0.46982828,RLK_defense,67.50057045657269,NP_189094.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_568144.1,0.4694811,defense_signaling,65.78920073848197,NP_568144.1 HSP20-like chaperones superfamily protein [Arabidopsis thaliana]
NP_001030636.1,0.46916404,defense_signaling,65.76845686311117,NP_001030636.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031925.1,0.46837536,defense_signaling,65.70000207438754,NP_001031925.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001031392.1,0.46791318,defense_signaling,65.6626630987201,NP_001031392.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_196637.1,0.46727255,NBS_LRR,68.33239985894166,NP_196637.1 Eukaryotic aspartyl protease family protein [Arabidopsis thaliana]
NP_001031399.1,0.46679324,defense_signaling,66.02982969278321,NP_001031399.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031997.2,0.4649546,RLK_defense,67.13755263758375,NP_001031997.2 low-molecular-weight cysteine-rich 28 [Arabidopsis thaliana]
NP_001031410.1,0.4645439,defense_signaling,65.35357935569523,NP_001031410.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_565375.1,0.46377257,defense_signaling,65.29134772958284,NP_565375.1 low-molecular-weight cysteine-rich 10 [Arabidopsis thaliana]
NP_001031275.1,0.46357068,defense_signaling,65.2851245669716,NP_001031275.1 low-molecular-weight cysteine-rich 64 [Arabidopsis thaliana]
NP_001031606.1,0.463062,RLK_defense,66.98197357230278,NP_001031606.1 low-molecular-weight cysteine-rich 13 [Arabidopsis thaliana]
NP_001031138.4,0.46258262,PR_proteins,63.28748936876387,NP_001031138.4 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001032111.1,0.4609743,defense_signaling,65.10465285124567,NP_001032111.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031349.1,0.46049032,RLK_defense,66.78283236874313,NP_001031349.1 low-molecular-weight cysteine-rich 50 [Arabidopsis thaliana]
NP_851134.1,0.4597746,cell_death_HR,63.82890451594167,NP_851134.1 SBP (S-ribonuclease binding protein) family protein [Arabidopsis thaliana]
NP_191552.2,0.4595087,PR_proteins,63.10494326550086,NP_191552.2 defensin-like protein [Arabidopsis thaliana]
NP_001031264.4,0.45943794,defense_signaling,64.95944572365009,NP_001031264.4 TIFY domain/Divergent CCT motif family protein [Arabidopsis thaliana]
NP_001332071.1,0.45920134,defense_signaling,64.93455307320514,NP_001332071.1 movement protein binding protein 2C [Arabidopsis thaliana]
NP_001031607.1,0.45864767,defense_signaling,64.88269338477815,NP_001031607.1 low-molecular-weight cysteine-rich 34 [Arabidopsis thaliana]
NP_001031965.1,0.45804211,RLK_defense,66.61480697823967,NP_001031965.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031163.1,0.45795205,defense_signaling,64.78104839546124,NP_001031163.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_196187.1,0.45731795,defense_signaling,64.71259360673761,NP_196187.1 nuclear pore complex protein-like protein [Arabidopsis thaliana]
NP_001030803.1,0.45583436,RLK_defense,66.44263281266205,NP_001030803.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_563806.1,0.45556706,defense_signaling,64.56012612276226,NP_563806.1 ATP-dependent helicase family protein [Arabidopsis thaliana]
NP_849608.1,0.45556706,defense_signaling,64.56012612276226,NP_849608.1 ATP-dependent helicase family protein [Arabidopsis thaliana]
NP_001031310.1,0.45477363,defense_signaling,64.48855975273301,NP_001031310.1 Cysteine-rich protein [Arabidopsis thaliana]
NP_001031254.1,0.45385402,defense_signaling,64.41388180139813,NP_001031254.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001030667.1,0.4534376,defense_signaling,64.38069160080487,NP_001030667.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001031039.1,0.45303378,defense_signaling,64.33920385006327,NP_001031039.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_973531.1,0.45268834,defense_signaling,65.90951521563258,NP_973531.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_566882.1,0.45261112,PR_proteins,62.7128840209928,NP_566882.1 actin depolymerizing factor 2 [Arabidopsis thaliana]
NP_200416.1,0.4518334,defense_signaling,64.22718692306097,NP_200416.1 late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]
NP_850378.1,0.4518114,PR_proteins,63.53019271060219,NP_850378.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_568916.2,0.45169947,antimicrobial,62.25029560022404,NP_568916.2 actin depolymerizing factor 4 [Arabidopsis thaliana]
NP_001318843.1,0.4516979,antimicrobial,62.24822121268695,NP_001318843.1 actin depolymerizing factor 4 [Arabidopsis thaliana]
NP_566395.1,0.45117065,cell_death_HR,61.36660650942809,NP_566395.1 NDR1/HIN1-like 2 [Arabidopsis thaliana]
NP_850162.1,0.45046267,defense_signaling,64.0819797954654,NP_850162.1 ethylene-responsive element binding factor 15 [Arabidopsis thaliana]
NP_001031226.1,0.4499295,defense_signaling,64.04464081979796,NP_001031226.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_567530.4,0.449909,defense_signaling,64.04256643226087,NP_567530.4 ethylene responsive element binding factor 1 [Arabidopsis thaliana]
NP_001032082.1,0.44897678,defense_signaling,63.96581409338893,NP_001032082.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031619.1,0.44886005,defense_signaling,63.95336776816645,NP_001031619.1 low-molecular-weight cysteine-rich 11 [Arabidopsis thaliana]
NP_181881.2,0.44841173,RLK_defense,65.98004439189329,NP_181881.2 scorpion toxin-like knottin superfamily protein [Arabidopsis thaliana]
NP_001031253.1,0.44803035,defense_signaling,63.88283859190575,NP_001031253.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031961.1,0.4474057,defense_signaling,63.8143838031821,NP_001031961.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031209.1,0.44641984,defense_signaling,63.72933391416184,NP_001031209.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_192431.1,0.4461992,cell_death_HR,64.40350986371274,NP_192431.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_181007.1,0.4451719,NBS_LRR,67.0815441740826,NP_181007.1 jasmonate-zim-domain protein 7 [Arabidopsis thaliana]
NP_189958.1,0.44471264,RLK_defense,65.69792768685045,NP_189958.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_181607.1,0.44275087,defense_signaling,63.37461364532122,NP_181607.1 WRKY DNA-binding protein 54 [Arabidopsis thaliana]
NP_196600.1,0.44155994,defense_signaling,63.26052233078183,NP_196600.1 RING/U-box superfamily protein [Arabidopsis thaliana]
NP_001031994.1,0.4413368,RLK_defense,65.41166220673347,NP_001031994.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_567759.1,0.4407051,cell_death_HR,60.798224324268254,NP_567759.1 GDP-L-galactose phosphorylase 1 [Arabidopsis thaliana]
NP_001032040.1,0.44037375,defense_signaling,63.11946397826041,NP_001032040.1 low-molecular-weight cysteine-rich 86 [Arabidopsis thaliana]
NP_174420.1,0.43962833,NBS_LRR,66.74341900553861,NP_174420.1 KAR-UP F-box 1 [Arabidopsis thaliana]
NP_001031317.1,0.4395027,RLK_defense,65.30171966726824,NP_001031317.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_568223.1,0.43948886,defense_signaling,63.05308357707386,NP_568223.1 elicitor peptide 4 precursor [Arabidopsis thaliana]
NP_974869.1,0.43920335,defense_signaling,63.02819092662892,NP_974869.1 uncharacterized protein AT5G42235 [Arabidopsis thaliana]
NP_001031043.1,0.43870804,defense_signaling,62.98462878835024,NP_001031043.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_200995.1,0.43860868,defense_signaling,62.98255440081317,NP_200995.1 Integrase-type DNA-binding superfamily protein [Arabidopsis thaliana]
NP_176112.3,0.4382976,NBS_LRR,66.66874105420375,NP_176112.3 jacalin lectin-like protein [Arabidopsis thaliana]
NP_174998.1,0.4382711,defense_signaling,62.96181052544236,NP_174998.1 basic region/leucine zipper motif 60 [Arabidopsis thaliana]
NP_001031087.1,0.43814018,defense_signaling,62.953512975294046,NP_001031087.1 Cysteine-rich protein [Arabidopsis thaliana]
NP_563691.1,0.43763387,NBS_LRR,66.62725330346215,NP_563691.1 Glutaredoxin family protein [Arabidopsis thaliana]
NP_177227.5,0.43630096,defense_signaling,62.76474370941979,NP_177227.5 TIFY domain/Divergent CCT motif family protein [Arabidopsis thaliana]
NP_001030653.1,0.43509743,defense_signaling,62.9991495011098,NP_001030653.1 low-molecular-weight cysteine-rich 43 [Arabidopsis thaliana]
NP_189266.1,0.43465263,defense_signaling,62.64028045719501,NP_189266.1 proline-rich receptor-like kinase [Arabidopsis thaliana]
NP_194235.1,0.43363777,PR_proteins,61.6010123011181,NP_194235.1 acyl carrier protein 4 [Arabidopsis thaliana]
NP_001326521.1,0.43238592,defense_signaling,62.45358557885784,NP_001326521.1 proline-rich receptor-like kinase [Arabidopsis thaliana]
NP_001318743.1,0.4323666,NBS_LRR,66.28394216607548,NP_001318743.1 Leucine-rich repeat (LRR) family protein [Arabidopsis thaliana]
NP_199365.1,0.4323666,NBS_LRR,66.28394216607548,NP_199365.1 Leucine-rich repeat (LRR) family protein [Arabidopsis thaliana]
NP_001332263.1,0.43203503,cell_death_HR,60.2941481527579,NP_001332263.1 Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
NP_181381.2,0.43148997,defense_signaling,62.391353952745455,NP_181381.2 WRKY DNA-binding protein 33 [Arabidopsis thaliana]
NP_568995.2,0.43074387,defense_signaling,62.31045283879935,NP_568995.2 WRKY DNA-binding protein 51 [Arabidopsis thaliana]
NP_199447.1,0.4307344,defense_signaling,62.30837845126227,NP_199447.1 WRKY DNA-binding protein 8 [Arabidopsis thaliana]
NP_001031311.1,0.4304142,defense_signaling,62.27311386313191,NP_001031311.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_172106.1,0.43004826,defense_signaling,62.23577488746448,NP_172106.1 octadecanoid-responsive AP2/ERF 59 [Arabidopsis thaliana]
NP_001031897.2,0.426231,defense_signaling,61.95365818242165,NP_001031897.2 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001030760.1,0.42608058,RLK_defense,64.27074906133964,NP_001030760.1 defensin-like protein [Arabidopsis thaliana]
NP_001031745.1,0.42599937,RLK_defense,64.26037712365425,NP_001031745.1 low-molecular-weight cysteine-rich 23 [Arabidopsis thaliana]
NP_001031204.1,0.42529106,RLK_defense,64.20851743522725,NP_001031204.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_001031378.1,0.42503536,defense_signaling,61.847864418030575,NP_001031378.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_566616.1,0.4247262,defense_signaling,61.8250461551227,NP_566616.1 MAP kinase substrate 1 [Arabidopsis thaliana]
NP_001032020.1,0.42468518,defense_signaling,61.81674860497438,NP_001032020.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001119372.1,0.42393434,defense_signaling,61.75036820378783,NP_001119372.1 uncharacterized protein AT5G44585 [Arabidopsis thaliana]
NP_001030638.1,0.42331722,RLK_defense,64.05086398240918,NP_001030638.1 low-molecular-weight cysteine-rich 41 [Arabidopsis thaliana]
NP_001031376.1,0.42272764,defense_signaling,63.43062210882236,NP_001031376.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_181879.1,0.42231324,RLK_defense,63.98240919368556,NP_181879.1 trypsin inhibitor protein 1 [Arabidopsis thaliana]
NP_190815.1,0.42164326,cell_death_HR,59.71954280498682,NP_190815.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_001032047.1,0.42154145,defense_signaling,61.567822100524815,NP_001032047.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_001030752.1,0.42131272,defense_signaling,61.54500383761694,NP_001030752.1 SCR-like 12 [Arabidopsis thaliana]
NP_001031218.2,0.42099568,defense_signaling,61.51803679963491,NP_001031218.2 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_199171.3,0.41976932,PR_proteins,65.35357935569523,"NP_199171.3 Serine protease inhibitor, potato inhibitor I-type family protein [Arabidopsis thaliana]"
NP_974727.1,0.41957763,defense_signaling,61.414317422780925,NP_974727.1 Putative membrane lipoprotein [Arabidopsis thaliana]
NP_680206.1,0.41900843,cell_death_HR,59.59507955276205,NP_680206.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_194048.1,0.41818687,RLK_defense,63.68992055095733,NP_194048.1 receptor-like protein kinase-related family protein [Arabidopsis thaliana]
NP_001032125.1,0.4178141,defense_signaling,63.62768892484494,NP_001032125.1 Putative membrane lipoprotein [Arabidopsis thaliana]
